@RELATION mfcc_features
@ATTRIBUTE MEAN_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE STD_MFCC_0 NUMERIC
@ATTRIBUTE STD_MFCC_1 NUMERIC
@ATTRIBUTE STD_MFCC_2 NUMERIC
@ATTRIBUTE STD_MFCC_3 NUMERIC
@ATTRIBUTE STD_MFCC_4 NUMERIC
@ATTRIBUTE STD_MFCC_5 NUMERIC
@ATTRIBUTE STD_MFCC_6 NUMERIC
@ATTRIBUTE STD_MFCC_7 NUMERIC
@ATTRIBUTE STD_MFCC_8 NUMERIC
@ATTRIBUTE STD_MFCC_9 NUMERIC
@ATTRIBUTE STD_MFCC_10 NUMERIC
@ATTRIBUTE STD_MFCC_11 NUMERIC
@ATTRIBUTE STD_MFCC_12 NUMERIC
@ATTRIBUTE STD_MFCC_13 NUMERIC
@ATTRIBUTE STD_MFCC_14 NUMERIC
@ATTRIBUTE STD_MFCC_15 NUMERIC
@ATTRIBUTE STD_MFCC_16 NUMERIC
@ATTRIBUTE STD_MFCC_17 NUMERIC
@ATTRIBUTE STD_MFCC_18 NUMERIC
@ATTRIBUTE STD_MFCC_19 NUMERIC
@ATTRIBUTE STD_MFCC_20 NUMERIC
@ATTRIBUTE STD_MFCC_21 NUMERIC
@ATTRIBUTE STD_MFCC_22 NUMERIC
@ATTRIBUTE STD_MFCC_23 NUMERIC
@ATTRIBUTE STD_MFCC_24 NUMERIC
@ATTRIBUTE STD_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
-46.996871,55.773851,27.640201,19.188764,15.184656,3.177993,5.621518,1.604251,4.138135,1.623872,-1.576547,-2.998050,-7.629406,-3.843292,-8.112897,-3.370121,-2.264911,4.505518,1.439704,-0.384414,-6.523311,-7.291150,-1.991937,3.411992,6.879867,0.306481,0.052139,-0.006437,-0.000444,-0.055747,-0.015355,0.000582,-0.011358,-0.029150,-0.008803,0.003875,0.004334,-0.001894,-0.004934,0.002546,-0.000498,-0.000035,-0.005733,-0.015504,0.000411,0.006917,0.015347,0.005978,-0.002024,0.004606,0.004402,-0.001671,0.028609,-0.007529,0.006076,0.007594,0.004984,0.002713,-0.001016,0.006827,0.001389,0.004257,0.003167,0.006005,0.008515,-0.001736,0.002377,-0.002132,0.003993,-0.001696,-0.000223,0.002316,0.005704,0.003076,-0.002280,-0.005353,-0.003539,0.008295,43.459776,26.660251,20.834004,15.315311,10.526603,12.731266,9.424902,9.973690,9.342883,7.769041,8.657533,6.780030,8.342838,7.198699,7.367718,7.553160,7.439285,7.547264,7.979931,6.437450,6.250124,8.732059,9.312744,8.934673,9.294842,7.092135,7.640936,5.039179,3.366952,2.644072,1.874048,2.211428,1.641255,1.779606,1.535875,1.293258,1.350518,1.145718,1.383071,1.176330,1.169226,1.162500,1.222560,1.280421,1.277623,1.121869,1.102245,1.254137,1.371579,1.497982,1.480133,1.146597,5.706306,3.098996,2.002579,1.496816,1.267039,1.304167,1.048794,0.981542,1.010826,0.839539,0.874109,0.777426,0.867017,0.786693,0.798194,0.744827,0.784429,0.823616,0.802037,0.758889,0.766999,0.785223,0.794644,0.892867,0.853385,0.714361,pop
-42.823961,54.888190,17.041540,19.794298,6.863187,2.773207,11.824328,1.209277,7.944143,1.131087,-4.079442,0.123893,-4.240162,-4.453673,-2.512934,-2.892710,0.607320,0.886024,2.312880,1.927778,0.703603,1.678706,1.243089,-0.909142,1.470504,-0.387019,-0.012941,-0.085372,-0.073341,0.024698,-0.007056,-0.036529,0.007566,-0.003485,0.005493,-0.012872,-0.002699,-0.011683,-0.007841,-0.003974,-0.015092,-0.003183,-0.019539,-0.015126,0.017022,0.012198,0.006025,0.022086,0.013467,0.015168,0.008847,-0.002305,0.090706,0.009458,0.012109,-0.005655,0.007191,0.017802,0.009035,0.006121,0.001414,-0.000059,-0.001919,-0.002071,0.002028,0.006073,0.000722,-0.001567,-0.001216,0.007646,0.012452,0.006468,-0.002578,0.000322,-0.002952,-0.005987,-0.012211,-0.008256,89.515635,33.361135,21.087892,18.333669,13.989336,16.055486,12.529562,11.103883,9.695191,9.849161,8.408968,7.939759,8.376607,8.320786,7.603598,7.111061,8.402496,7.770313,8.755375,8.542350,8.303623,8.165632,8.233807,8.550978,8.064079,7.438858,14.580854,5.862236,3.825910,3.118354,2.588487,2.697745,2.137884,1.949540,1.758740,1.806674,1.506652,1.442311,1.464806,1.495872,1.309981,1.207062,1.298616,1.192816,1.422368,1.415315,1.503202,1.449101,1.414251,1.367043,1.384061,1.236399,10.171162,3.609023,2.547523,1.812859,1.576040,1.678210,1.334312,1.274188,1.045221,1.102297,0.975219,0.893028,0.975208,0.944646,0.815463,0.761700,0.862905,0.801173,0.950124,0.889574,0.883742,0.938098,0.949605,0.888197,0.849127,0.838949,pop
-47.715036,55.567908,19.238754,24.484849,4.051934,1.547762,6.950830,-1.048976,3.085979,1.782789,-3.050233,1.934730,-4.673789,-2.510933,-0.857752,-2.281596,-1.681811,-3.224371,2.622854,1.896744,0.423752,3.826891,4.424566,-0.036757,2.707596,1.954832,0.011959,0.009917,0.079042,0.005355,-0.002053,0.004111,-0.011068,-0.002267,0.011805,0.000720,-0.003974,0.016940,0.015756,0.006164,0.011723,0.016519,0.022600,0.006850,0.018326,0.006716,0.008815,-0.000746,0.005183,0.003915,0.018088,0.001949,-0.056044,0.035911,-0.037930,0.012128,-0.006509,-0.001116,-0.004121,0.000236,0.001423,0.000731,-0.003697,0.003039,0.000588,0.003826,-0.002394,-0.005548,0.002156,0.004609,-0.002243,-0.004035,0.005389,0.008595,0.001706,0.004422,0.007315,0.002437,89.323172,34.981730,25.273531,18.003581,12.878007,16.714046,12.458008,11.177909,10.991649,9.165451,9.966977,9.154550,9.048976,8.872192,9.032325,10.148999,8.560471,7.917983,9.656485,12.300645,9.825351,9.123661,8.509828,9.157042,9.391246,7.560816,17.040019,6.443445,4.442915,3.222844,2.450698,2.989026,2.200230,2.218834,1.960786,1.786348,1.880427,1.606550,1.581564,1.582846,1.558046,1.596123,1.395586,1.398307,1.754407,2.019921,1.754348,1.739772,1.558071,1.572214,1.804786,1.377469,9.977367,3.741870,2.701070,1.849282,1.458079,1.469489,1.303703,1.167674,1.140626,1.016236,1.029052,0.966290,0.920838,0.899670,0.894603,0.909050,0.846977,0.886828,1.012751,1.096120,1.026141,1.062399,1.003765,1.034385,1.045657,0.851596,pop
-268.195529,135.691975,-34.051407,25.615513,-12.977588,17.902991,-9.990351,5.630704,-14.142574,7.490305,-3.969333,8.258575,-1.335327,-0.365051,1.039341,3.791384,-0.320783,1.772985,0.889234,-0.842025,-2.308756,0.167750,4.218344,0.696228,-1.085767,-3.467139,-0.013029,0.022903,0.013503,-0.015585,-0.018082,0.015838,0.008584,0.004678,-0.014440,-0.029032,-0.024804,0.006569,0.037431,0.033630,0.011479,-0.012810,-0.015009,-0.018789,-0.020749,-0.013076,0.005591,0.005614,-0.009122,-0.008832,0.015486,0.010797,-0.021903,-0.002697,0.003627,0.003647,0.004797,-0.003998,0.001341,-0.010109,-0.001903,-0.004541,0.003949,-0.001879,0.001889,-0.002172,-0.000675,-0.004766,0.000031,0.008064,0.004692,-0.005512,-0.004072,-0.003506,0.004025,0.003556,0.000660,-0.000610,42.335400,13.751032,15.213162,13.007700,8.453904,8.643315,10.712176,8.114862,8.691208,13.305492,10.337547,8.950937,12.431171,13.723201,13.106508,9.281051,10.041270,9.769377,9.855625,10.993898,11.011896,10.714992,9.493556,9.461487,7.061093,7.565963,5.381534,2.025646,1.943290,1.292645,1.195035,1.043476,1.325087,1.217190,1.187380,1.402801,1.333656,1.079290,1.554659,1.480186,1.530950,1.356611,1.380014,1.381051,1.454953,1.346600,1.411321,1.393661,1.311316,1.312304,1.150220,1.113228,2.944748,1.121387,0.962103,0.810181,0.666765,0.626145,0.757444,0.735658,0.687484,0.708246,0.759139,0.613973,0.759814,0.762797,0.796053,0.738901,0.748062,0.698239,0.787799,0.689855,0.707808,0.716570,0.726294,0.728744,0.662439,0.624019,classical
-324.061169,133.594568,-25.044692,24.552647,-11.947024,17.667560,-5.524337,1.711051,-10.577142,-0.849829,-7.808103,3.525355,5.048823,1.367480,3.010916,-3.128689,-4.289847,0.591008,2.877632,0.373280,-1.216296,0.764382,2.211309,1.055739,5.341074,2.526390,-0.064403,0.013665,0.017287,0.002037,0.002108,0.011998,0.025495,-0.012463,-0.001489,-0.010756,-0.014125,0.000423,0.021976,0.017363,-0.005046,-0.025504,0.003444,0.001380,0.001242,-0.012292,-0.015018,0.010451,0.024309,0.020468,0.018196,0.011842,0.009602,0.003860,-0.014395,-0.014435,-0.002564,-0.000112,-0.003389,-0.010078,0.000470,0.002028,0.002015,0.000431,0.001914,0.002823,0.002516,-0.001055,-0.000992,0.002409,-0.000656,0.001081,-0.000752,-0.001181,0.004437,-0.001606,0.000617,0.000351,31.369040,18.256460,13.693766,12.317351,11.408935,11.810122,11.096997,9.065479,8.759373,9.065847,9.921242,10.845090,13.887358,12.501817,12.786419,12.589605,8.699221,11.602488,12.394780,11.122382,11.705242,12.609453,14.977806,12.396753,11.919629,10.326085,3.429988,2.081936,1.596105,1.477816,1.247621,1.143978,1.200891,1.140057,1.087728,1.126249,1.202607,1.108781,1.261258,1.134097,1.197609,1.131262,1.010136,1.145555,1.281913,1.126346,1.221112,1.201080,1.217890,1.326751,1.116833,0.994692,1.567549,0.964777,0.812510,0.755594,0.608985,0.590387,0.611246,0.656456,0.587704,0.652781,0.653402,0.602088,0.641811,0.584077,0.689079,0.604258,0.603039,0.610382,0.668373,0.615962,0.636872,0.618887,0.602844,0.642089,0.652502,0.548710,classical
-235.253738,141.109987,-34.670732,30.966613,-16.380018,23.110828,-11.030149,7.638682,-19.011942,4.219428,-11.827599,8.911825,-1.431637,4.288130,1.475193,3.171560,-1.309432,2.945177,-1.655027,-2.896193,-3.539810,0.812284,2.994224,0.366475,1.314840,-2.931692,-0.035466,-0.026524,-0.017028,0.004852,-0.014705,-0.006332,-0.004372,0.009184,-0.006420,-0.020982,-0.021462,-0.012148,-0.007282,0.021277,-0.000201,-0.010167,-0.010378,0.000738,0.012051,-0.000653,-0.016593,-0.003695,0.015278,0.009558,0.002108,0.003478,0.034749,-0.000973,0.001342,-0.011978,0.008601,-0.006879,0.001677,-0.000522,0.003908,-0.000872,-0.000438,-0.006171,-0.004294,0.000071,0.006484,0.002970,-0.001483,-0.001835,-0.006567,0.009231,0.004862,0.002032,-0.007999,-0.008107,0.001269,-0.002678,29.290662,14.060159,12.316549,11.665136,7.173862,9.032246,8.915047,7.710116,7.129840,8.826756,7.771985,8.201380,9.986669,9.032985,9.744171,9.227726,8.784688,8.614097,7.687398,7.280139,7.607593,8.287288,8.699468,8.435445,7.706173,7.883119,5.151254,2.321315,1.753018,1.337980,0.996042,1.137843,1.305480,1.306676,1.074518,1.353826,1.303568,1.120728,1.495849,1.387760,1.505100,1.402487,1.429214,1.358333,1.208799,1.297198,1.397681,1.373931,1.424879,1.385567,1.173653,1.124750,3.196934,1.383284,0.983948,0.851968,0.671648,0.683469,0.791777,0.776649,0.687542,0.738845,0.769005,0.649809,0.842331,0.725092,0.829743,0.726436,0.762248,0.730224,0.692809,0.711122,0.766933,0.782380,0.816939,0.766321,0.715865,0.633583,classical
-326.861078,127.402411,-30.606898,37.458173,-5.300833,20.819964,-1.774824,-4.613475,-4.044669,5.224091,-0.653077,2.794030,7.235352,3.975654,-2.387836,1.499584,0.597389,-0.595684,2.341259,2.640535,4.550538,-0.304049,-1.584574,0.182124,1.193384,-0.037072,-0.045509,-0.003586,-0.011997,-0.006228,-0.006546,0.001936,0.001549,-0.014384,0.012174,-0.013747,-0.004704,-0.003707,-0.010720,-0.006356,0.007425,0.016755,0.011208,0.009950,0.006574,-0.022190,-0.024890,-0.016670,0.009842,0.024250,0.013194,-0.002385,0.021477,0.003866,-0.009851,-0.011938,-0.009351,0.003980,0.005475,0.000218,0.002572,-0.004459,-0.001533,0.000071,-0.002292,0.003081,0.000789,0.006658,0.006833,0.000404,0.002179,-0.005439,-0.008014,-0.000294,0.007582,0.006373,-0.000271,0.002107,56.586489,17.601518,21.507902,11.293173,11.453221,10.808602,8.530357,10.014327,9.646095,8.582878,11.207142,13.158389,12.293711,10.631371,12.447317,11.189151,10.561232,12.317464,11.571616,14.503986,13.945458,12.398105,14.838859,11.285175,11.122417,7.182488,3.247161,1.852647,1.645545,1.367711,1.062326,1.048993,1.189050,1.124038,1.147110,1.044330,1.142897,1.136774,1.137461,1.109988,1.257949,1.140767,1.005940,1.091416,1.153759,1.121183,1.192553,1.251216,1.213791,1.148526,1.101594,0.950079,1.411669,0.870668,0.905694,0.692682,0.578843,0.572278,0.616013,0.598636,0.651082,0.602005,0.606665,0.630831,0.593376,0.601702,0.649467,0.588275,0.556290,0.603817,0.620592,0.578526,0.616016,0.629358,0.622579,0.603410,0.604253,0.554690,classical
-259.915128,118.950158,-35.617492,31.963695,-16.525823,10.616533,-15.653919,7.417117,-5.822312,8.268571,-17.982001,-1.185533,-6.355772,2.748989,-2.585194,4.403327,-4.125298,-4.787771,-4.774069,-4.603728,6.588086,4.766327,3.674422,0.371433,3.283812,4.296852,0.028093,-0.000480,-0.022585,-0.022543,-0.001421,0.001309,0.009244,-0.008003,-0.016527,0.001870,0.008160,0.004757,-0.017162,-0.019052,-0.007163,0.016173,0.023968,-0.004314,-0.008046,-0.005089,0.012282,0.028874,-0.005481,-0.018926,-0.019594,-0.000040,0.021675,0.013163,-0.009849,-0.008861,0.000021,-0.005945,0.000513,-0.007607,0.003726,-0.002347,0.012598,0.006247,0.005588,-0.005535,-0.000119,0.002354,0.003234,0.001226,0.001633,-0.005454,-0.005628,0.003113,0.001495,0.002062,-0.000148,-0.001413,23.664197,14.853405,11.938680,8.014765,8.710310,7.641690,7.506018,10.452111,9.822368,9.836093,13.595702,12.698874,10.214825,11.992953,9.134458,9.118024,8.334900,11.479387,10.744665,14.735060,13.383125,12.704666,13.384216,13.187977,11.451312,9.777886,2.991976,1.913933,1.372546,1.212658,1.093290,1.028655,1.105266,1.209720,1.281959,1.277112,1.416320,1.452786,1.470948,1.409048,1.227054,1.131388,1.077312,1.298265,1.302714,1.457155,1.579145,1.383879,1.262305,1.289820,1.255068,1.195657,1.998823,1.001298,0.845971,0.710335,0.631193,0.677475,0.680424,0.705568,0.673523,0.700285,0.785001,0.726120,0.748879,0.719468,0.688572,0.672788,0.622521,0.692502,0.704555,0.744291,0.838875,0.738707,0.684233,0.708230,0.679640,0.636918,classical
-264.293036,138.175212,-30.083681,37.823175,-7.171176,6.760847,-11.793605,4.705314,-9.814958,5.850406,-9.559946,2.679333,-4.782588,-1.409669,-2.093971,2.974850,3.358778,4.813419,1.758112,-1.830848,0.022970,2.917805,3.569826,0.058916,-1.209973,-2.554677,-0.120204,0.021448,0.011431,0.007296,0.015722,-0.011233,0.009195,-0.004315,0.005167,-0.009606,0.014265,0.006435,0.016300,-0.005074,-0.006493,-0.013649,-0.008298,0.004802,0.001777,-0.005756,-0.016576,-0.003950,0.001369,0.022820,0.018186,0.019360,0.001185,0.000348,0.001673,-0.007109,-0.000294,-0.007801,0.003011,-0.000853,0.009045,0.005739,0.005323,0.005673,0.005877,0.000641,-0.001784,-0.002108,0.002640,0.001437,0.001248,0.001033,0.001546,-0.001793,-0.004446,0.001358,0.002507,0.001703,85.885249,17.919654,12.137733,13.348445,9.762133,10.409749,8.612538,9.035067,7.968515,9.655748,7.451502,9.265174,8.493188,8.971636,9.320249,8.822560,9.290577,8.862137,8.545380,9.471361,8.485989,8.672554,8.191245,11.137265,9.986883,7.486919,6.268937,2.280304,1.645212,1.229412,1.267469,0.948780,1.089093,0.972095,1.183713,1.117987,1.066210,1.051794,1.110350,1.143634,1.055548,1.027614,1.018353,1.053501,1.009891,1.106041,1.197529,1.281909,1.183711,1.141521,1.051725,0.968517,3.322682,1.203752,0.884168,0.753971,0.638333,0.616513,0.690553,0.620975,0.736999,0.692356,0.623858,0.639972,0.684325,0.635973,0.645747,0.634015,0.639512,0.597696,0.613119,0.666682,0.685863,0.727449,0.669346,0.631791,0.625957,0.603888,classical
-295.774573,134.538841,-22.429555,40.744119,-5.875274,9.255607,-11.864522,6.286140,-8.856303,4.393896,-9.372191,4.062893,1.645391,5.135508,5.429153,2.268207,-1.829535,-2.927459,0.139538,3.201955,3.632092,-3.334436,-2.829530,-0.018755,3.437750,-1.056994,-0.092526,0.013286,0.033183,0.003588,0.008781,-0.000685,0.010680,0.003575,0.002560,0.001390,0.015434,0.010038,0.018520,0.006676,-0.007087,-0.015895,-0.014349,-0.005552,-0.012494,-0.009008,-0.010546,-0.001596,0.006179,0.000801,0.000901,0.011574,0.019433,0.007835,0.001728,-0.010336,-0.004753,-0.003563,0.010582,0.008403,0.003989,-0.004034,0.000488,-0.003090,-0.000034,0.002130,0.000961,0.005813,-0.002906,-0.001497,-0.004181,0.001971,0.001775,0.001619,0.002399,0.001787,-0.002384,-0.003544,63.248171,17.547892,12.661665,9.275207,10.858248,8.357903,9.243984,9.252668,7.558057,8.762242,10.254729,9.098552,9.704780,8.946992,10.040026,9.214676,9.917813,10.016347,9.366428,10.127783,11.466444,11.575334,9.090366,9.147451,7.643354,9.322301,3.355855,1.592207,1.301192,1.036901,1.045063,0.938228,1.001517,1.038100,0.967096,0.970745,0.953238,0.985500,0.911154,0.953733,0.988078,0.879134,1.031148,0.995134,0.953400,0.918081,0.970781,0.900151,0.955061,0.967759,0.876019,0.959062,1.294521,0.740953,0.710698,0.561493,0.540844,0.549449,0.625787,0.599106,0.609863,0.572045,0.524531,0.569201,0.530161,0.527300,0.563107,0.550862,0.523243,0.555271,0.550270,0.548827,0.565577,0.487495,0.513532,0.527270,0.523051,0.529512,classical
