@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE class {hiphop,nothiphop}

@DATA
14.141256,8.026068,46.297367,0.202723,18.972120,hiphop
14.602148,4.509882,28.138850,3.250514,10.997718,hiphop
14.402740,6.942793,31.524614,1.048378,11.893412,hiphop
13.584572,12.287246,59.420096,0.111862,25.183525,hiphop
14.348732,6.477580,33.107684,0.708908,13.816732,hiphop
14.381758,5.860178,29.757603,1.471198,11.026610,hiphop
13.698464,10.429781,41.269576,0.106206,15.959158,hiphop
13.188897,12.751369,53.705697,-0.000000,19.391932,hiphop
12.125803,18.796645,83.404915,-0.000000,37.605360,hiphop
13.639350,10.404699,51.095910,-0.000000,23.958599,hiphop
13.486312,11.311458,69.219510,0.000002,21.007999,hiphop
12.378530,17.951285,91.899115,0.000000,41.902635,hiphop
13.095374,13.559624,90.807352,0.003757,38.104450,hiphop
13.949232,8.220331,45.445517,0.101893,22.285427,hiphop
12.745991,15.904908,80.938184,0.042303,40.388551,hiphop
12.420199,17.764352,97.252980,0.000658,32.261032,hiphop
13.486312,11.311458,69.219510,0.000002,21.007999,hiphop
13.230887,13.570650,72.847639,0.120853,33.688202,hiphop
13.739906,11.578616,55.521295,0.101700,24.015374,hiphop
13.681328,11.500174,51.159332,0.054247,22.441052,hiphop
14.359607,7.178931,36.453247,2.889738,12.841652,hiphop
14.046591,9.795427,55.477020,1.226504,25.409109,hiphop
14.207582,8.166976,34.319213,0.080733,14.810026,hiphop
13.925280,9.967826,49.675733,1.382125,26.386784,hiphop
14.057938,8.982953,47.437424,0.696611,21.133140,hiphop
14.073081,8.962058,47.661207,0.811307,26.432117,hiphop
13.662158,11.981896,60.886639,0.297053,27.134087,hiphop
14.364487,6.974734,43.741922,3.468571,15.999622,hiphop
14.310101,7.528940,35.663401,2.680207,15.232762,hiphop
13.546939,12.682549,80.748637,0.251235,36.193568,hiphop
14.180153,8.831485,46.025786,1.122633,19.686530,hiphop
14.211947,8.160025,40.238059,0.064730,17.727271,hiphop
14.150326,9.090288,44.482652,0.345502,16.603266,hiphop
12.835556,15.977148,74.923523,0.007789,26.283470,hiphop
13.031931,15.158310,66.966279,0.012445,33.210277,hiphop
13.548289,13.120661,66.766128,0.022280,32.025864,hiphop
12.910396,14.808372,62.800756,0.050093,35.166661,hiphop
13.321128,13.650267,57.504854,0.021167,24.993130,hiphop
13.299475,13.835532,62.056816,0.106711,24.606889,hiphop
13.669293,11.669515,51.595232,0.180396,23.164640,hiphop
14.265828,7.639573,33.705408,0.027487,15.206063,hiphop
14.362861,6.974736,40.734745,1.311594,17.032100,hiphop
14.168086,8.934135,51.286868,0.058927,22.248082,hiphop
13.811216,11.280267,56.619322,0.215212,24.421567,hiphop
14.102115,9.105319,41.483422,0.000014,15.489798,hiphop
13.730738,12.162808,58.892229,0.618555,27.006082,hiphop
13.184765,14.770345,68.350398,0.055291,31.865254,hiphop
13.152572,14.675972,62.983094,0.008912,21.802107,hiphop
14.047969,9.331194,48.623446,0.121117,23.745314,hiphop
13.152572,14.675972,62.983094,0.008912,21.802107,hiphop
13.849000,10.549736,55.019689,0.000143,21.986179,hiphop
14.599078,4.575260,23.063667,0.833706,8.367751,hiphop
12.752585,16.357319,87.917061,0.192750,41.884491,hiphop
13.929362,10.551458,46.891112,0.863054,14.253579,hiphop
13.830626,11.102593,60.193142,0.483004,28.168908,hiphop
12.916309,15.520596,58.624214,0.007780,29.104405,hiphop
13.949871,10.523992,55.421881,0.652834,23.710221,hiphop
13.394694,13.219719,65.973861,0.160245,31.707245,hiphop
13.722251,11.116864,46.242781,0.402345,18.921712,hiphop
14.128249,9.158478,54.285856,0.048157,27.635306,hiphop
14.119443,9.118464,50.758420,0.715198,19.559828,hiphop
14.375037,7.115017,39.264482,1.152944,14.912114,nothiphop
14.301875,7.649277,43.013908,1.534152,17.360751,nothiphop
14.389319,6.996373,35.366222,1.396938,15.304376,nothiphop
13.629017,12.443188,62.337897,0.366942,23.180131,nothiphop
14.514638,5.229269,37.737900,5.093920,17.887675,nothiphop
14.469446,6.164638,30.434993,0.872115,11.656096,nothiphop
12.865963,16.539441,91.252385,0.141721,18.724065,nothiphop
13.448974,13.691528,94.775013,0.034859,40.963085,nothiphop
13.502547,13.362077,76.598062,0.083193,34.932237,nothiphop
14.332171,7.475523,35.721782,1.081602,14.342892,nothiphop
13.478136,13.385187,68.184298,0.220250,12.936308,nothiphop
13.178212,15.982826,117.353802,0.185385,10.291003,nothiphop
14.669997,4.299628,37.422989,3.356870,12.598281,nothiphop
13.701692,12.449053,79.914489,0.353005,16.273572,nothiphop
12.602187,18.290173,99.809986,0.435184,30.144070,nothiphop
13.506960,12.988543,66.172553,0.051969,18.466585,nothiphop
12.473132,19.175963,148.856977,0.107559,41.796963,nothiphop
12.719364,17.290645,148.662743,0.244338,60.849712,nothiphop
12.026378,20.596002,125.028955,0.006457,33.385599,nothiphop
13.218375,16.197594,130.983150,1.117721,27.762415,nothiphop
14.244034,8.411093,40.250221,1.030095,16.648209,nothiphop
13.602692,12.400694,76.720125,0.596349,30.196767,nothiphop
14.386265,7.153185,42.467664,1.315243,19.553677,nothiphop
14.327393,7.429763,40.080682,1.777512,15.045028,nothiphop
14.410666,6.702319,39.377262,2.634347,18.019407,nothiphop
13.182010,14.617620,62.042952,0.459639,20.092315,nothiphop
14.332337,7.490317,41.399741,0.795763,12.546412,nothiphop
14.484276,5.754779,40.230629,2.851446,13.912109,nothiphop
14.565304,5.188667,30.946156,2.342672,13.073135,nothiphop
14.404375,6.726439,43.238420,1.561091,11.005292,nothiphop
14.407360,6.786770,41.229773,0.678544,13.066398,nothiphop
14.225670,8.005692,36.798377,1.515526,16.897959,nothiphop
14.336243,6.053814,30.157119,1.658228,13.768240,nothiphop
14.027693,9.514224,47.970884,0.102821,23.955487,nothiphop
13.524427,12.269308,61.540650,0.136659,30.713540,nothiphop
13.993238,9.747383,43.403826,0.414452,20.582148,nothiphop
14.102925,9.196765,46.199914,1.745900,19.997671,nothiphop
14.008233,9.792228,48.412185,1.473515,20.968379,nothiphop
14.556011,5.421303,32.884408,4.078554,12.337257,nothiphop
14.446468,6.344033,36.391406,0.983680,15.000124,nothiphop
13.530299,13.649120,86.908853,0.365822,32.635583,nothiphop
13.463055,13.755815,67.804706,0.086658,22.890855,nothiphop
14.279836,8.295738,73.873781,0.548722,29.982736,nothiphop
14.140612,8.245894,38.128421,0.626513,13.964087,nothiphop
13.321531,14.754969,135.386874,0.395829,54.149113,nothiphop
13.946753,10.848712,74.357767,0.714983,25.513117,nothiphop
14.308117,7.663970,56.534291,1.424131,26.179407,nothiphop
14.269233,8.210661,62.114471,0.900104,17.299538,nothiphop
14.346847,7.549272,42.484067,1.601193,12.634162,nothiphop
14.306879,7.747746,40.761473,0.540043,12.006250,nothiphop
14.603205,4.318569,35.070152,7.193685,13.264047,nothiphop
14.279351,7.807591,39.986282,0.010961,14.761978,nothiphop
14.532895,5.784568,36.529084,5.650188,12.307353,nothiphop
14.561674,5.346449,30.526913,4.302986,11.126935,nothiphop
14.656954,3.929755,26.326724,4.977731,8.684426,nothiphop
13.581028,12.052871,52.032580,0.002443,21.016259,nothiphop
14.633021,4.447531,32.094393,6.517549,9.925660,nothiphop
14.611554,4.454499,34.096145,6.848984,10.562040,nothiphop
14.558683,5.364301,38.763035,0.137727,11.332984,nothiphop
14.190833,8.480543,43.817381,0.174013,16.554661,nothiphop
13.891734,10.049413,42.438971,0.086513,16.727964,nothiphop
13.755455,11.048797,52.814075,0.010139,23.569790,nothiphop
13.975146,9.909267,42.991922,0.146387,18.530199,nothiphop
14.545537,5.304817,27.739925,1.251748,12.143550,nothiphop
14.222985,8.407576,41.658461,0.406717,15.737768,nothiphop
14.100197,9.202009,51.367686,0.250287,23.916972,nothiphop
13.887576,10.867523,61.573005,0.705587,26.774422,nothiphop
13.852150,10.457201,43.882911,0.044501,16.294083,nothiphop
14.196894,8.509799,38.919920,0.713677,15.770291,nothiphop
14.325941,7.519318,45.519383,1.013082,14.983939,nothiphop
13.609369,11.653739,77.120187,0.023922,38.404582,nothiphop
13.357493,13.185013,64.029118,0.178305,34.890628,nothiphop
13.599008,11.507178,73.785839,0.053940,39.360962,nothiphop
13.930693,10.063862,61.017771,0.106516,28.141316,nothiphop
13.474374,12.157109,69.850174,0.075197,33.562871,nothiphop
14.399474,6.695375,43.675496,0.212392,13.772453,nothiphop
13.630148,11.899191,59.863236,0.018073,29.504329,nothiphop
14.037995,9.412292,44.519329,0.163872,21.651426,nothiphop
13.740490,11.407693,59.476098,0.085561,25.754498,nothiphop
14.212837,8.300184,44.043966,0.232845,19.483654,nothiphop
14.458656,6.333887,38.500585,2.222086,16.361969,nothiphop
14.452815,6.240981,43.263502,0.765893,12.685210,nothiphop
14.228379,8.317542,47.464624,0.919815,19.890616,nothiphop
13.770590,11.678794,78.982178,0.721545,38.625669,nothiphop
14.104838,9.332505,46.396819,0.056815,14.342524,nothiphop
12.755415,17.920584,128.753163,0.383538,56.166528,nothiphop
14.398817,7.016647,41.398239,1.756009,16.011595,nothiphop
14.148980,8.958901,44.764834,0.250146,17.338107,nothiphop
14.122076,9.131433,49.120857,0.011479,20.026280,nothiphop
13.950367,10.277418,61.452124,0.233877,28.143322,nothiphop
