@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE class {disco,notdisco}

@DATA
13.893572,10.780228,57.910335,0.534071,23.167355,disco
13.295310,13.839687,70.495335,0.180927,33.516146,disco
14.569875,5.209150,33.885460,1.544222,10.965467,disco
14.150392,9.270866,48.073779,1.208866,16.877647,disco
13.694747,11.236658,60.192626,0.688431,30.701652,disco
14.215718,8.502816,39.773759,2.585971,16.390052,disco
13.960382,9.848384,50.233127,1.034614,22.838607,disco
14.065839,9.409884,47.493033,0.695966,22.887090,disco
14.346634,7.677445,42.155428,2.776070,16.410752,disco
13.447690,12.938621,58.177788,0.411168,30.015407,disco
14.216237,8.544907,48.018275,1.314143,23.449512,disco
14.300683,7.858705,40.954810,0.714250,18.070553,disco
14.303434,7.472605,40.255648,0.715528,16.462426,disco
14.077267,9.287598,44.685148,1.209284,18.938328,disco
13.944095,10.067448,46.709715,2.147814,21.488298,disco
13.683018,11.419317,50.083284,0.566502,21.428208,disco
13.143076,15.524733,96.827831,0.250243,29.137117,disco
14.029596,9.527656,50.523909,0.238184,24.886900,disco
13.976071,9.787130,51.258132,0.110323,23.220931,disco
14.401626,6.869327,35.086060,1.711275,15.361120,disco
14.157390,8.678137,47.641019,1.691645,22.116141,disco
14.116715,9.129400,52.467068,1.148207,18.911715,disco
13.955031,9.843744,48.905040,0.084087,19.317486,disco
13.524427,12.269308,61.540650,0.136659,30.713540,disco
14.102925,9.196765,46.199914,1.745900,19.997671,disco
13.940229,10.191478,63.243843,0.294580,29.145172,disco
14.297505,7.681739,38.662663,0.903215,16.195809,disco
13.840890,10.436157,60.343466,0.480884,29.955736,disco
13.827358,10.957919,52.978035,0.323398,25.301740,disco
14.059871,9.332280,45.872716,0.938795,22.434221,disco
13.373969,13.257419,62.014389,0.200249,32.412926,disco
13.148772,14.497872,80.465933,0.115166,36.768199,disco
13.970893,9.755799,41.631224,1.441490,17.346657,disco
14.076294,9.327907,56.882744,0.179143,26.371870,disco
13.846383,10.551397,57.305730,0.981178,24.943967,disco
14.036766,9.112423,38.474685,0.166888,19.210167,disco
14.238911,8.271050,41.941563,0.953777,16.783969,disco
13.935246,10.203952,58.360837,1.066767,26.887350,disco
14.011176,9.888418,61.741201,2.240640,28.685692,disco
14.129571,8.905007,48.500972,1.523628,22.421157,disco
13.993763,10.193503,49.715572,1.399846,19.787485,disco
13.770066,11.299727,68.447297,0.147330,29.954750,disco
13.808930,10.928896,71.505800,0.085211,38.546905,disco
14.008233,9.792228,48.412185,1.473515,20.968379,disco
14.192540,8.419824,45.200779,1.535850,20.101727,disco
13.983989,9.988755,58.283516,0.408219,23.549808,disco
14.134986,8.818277,42.876387,0.434744,19.906231,disco
13.487183,12.904599,60.454683,0.169309,31.602282,disco
13.581329,12.417740,63.978990,0.228120,28.018441,disco
13.281267,13.800186,65.568360,0.777737,33.317153,disco
13.340782,12.872052,65.231265,0.004670,31.376017,disco
13.543282,12.305062,56.877560,0.197358,26.874518,disco
14.027693,9.514224,47.970884,0.102821,23.955487,disco
12.596564,16.860131,75.613673,0.025346,35.944454,disco
13.075665,14.659982,76.842209,0.204997,34.619241,disco
14.212605,8.251858,40.226614,0.390499,19.101629,disco
14.407223,6.658011,39.747178,1.424474,16.910340,disco
13.628174,12.216752,62.316997,0.900920,30.069958,disco
14.225670,8.005692,36.798377,1.515526,16.897959,disco
14.375037,7.115017,39.264482,1.152944,14.912114,notdisco
14.301875,7.649277,43.013908,1.534152,17.360751,notdisco
14.389319,6.996373,35.366222,1.396938,15.304376,notdisco
13.629017,12.443188,62.337897,0.366942,23.180131,notdisco
14.514638,5.229269,37.737900,5.093920,17.887675,notdisco
14.469446,6.164638,30.434993,0.872115,11.656096,notdisco
12.865963,16.539441,91.252385,0.141721,18.724065,notdisco
13.448974,13.691528,94.775013,0.034859,40.963085,notdisco
13.502547,13.362077,76.598062,0.083193,34.932237,notdisco
14.332171,7.475523,35.721782,1.081602,14.342892,notdisco
13.478136,13.385187,68.184298,0.220250,12.936308,notdisco
13.178212,15.982826,117.353802,0.185385,10.291003,notdisco
14.669997,4.299628,37.422989,3.356870,12.598281,notdisco
13.701692,12.449053,79.914489,0.353005,16.273572,notdisco
12.602187,18.290173,99.809986,0.435184,30.144070,notdisco
13.506960,12.988543,66.172553,0.051969,18.466585,notdisco
12.473132,19.175963,148.856977,0.107559,41.796963,notdisco
12.719364,17.290645,148.662743,0.244338,60.849712,notdisco
12.026378,20.596002,125.028955,0.006457,33.385599,notdisco
13.218375,16.197594,130.983150,1.117721,27.762415,notdisco
14.244034,8.411093,40.250221,1.030095,16.648209,notdisco
13.602692,12.400694,76.720125,0.596349,30.196767,notdisco
14.386265,7.153185,42.467664,1.315243,19.553677,notdisco
14.327393,7.429763,40.080682,1.777512,15.045028,notdisco
14.410666,6.702319,39.377262,2.634347,18.019407,notdisco
13.182010,14.617620,62.042952,0.459639,20.092315,notdisco
14.332337,7.490317,41.399741,0.795763,12.546412,notdisco
14.484276,5.754779,40.230629,2.851446,13.912109,notdisco
14.565304,5.188667,30.946156,2.342672,13.073135,notdisco
14.404375,6.726439,43.238420,1.561091,11.005292,notdisco
14.158854,8.770082,41.327377,0.227937,14.607387,notdisco
14.180153,8.831485,46.025786,1.122633,19.686530,notdisco
13.643253,11.704705,58.614046,0.799869,27.167031,notdisco
14.602148,4.509882,28.138850,3.250514,10.997718,notdisco
13.230887,13.570650,72.847639,0.120853,33.688202,notdisco
14.046591,9.795427,55.477020,1.226504,25.409109,notdisco
13.314024,13.207857,57.227815,0.003492,26.166241,notdisco
13.639350,10.404699,51.095910,-0.000000,23.958599,notdisco
13.804712,10.543369,41.821994,0.042779,16.274833,notdisco
14.204679,8.708432,49.036200,2.575519,21.549327,notdisco
13.530299,13.649120,86.908853,0.365822,32.635583,notdisco
13.463055,13.755815,67.804706,0.086658,22.890855,notdisco
14.279836,8.295738,73.873781,0.548722,29.982736,notdisco
14.140612,8.245894,38.128421,0.626513,13.964087,notdisco
13.321531,14.754969,135.386874,0.395829,54.149113,notdisco
13.946753,10.848712,74.357767,0.714983,25.513117,notdisco
14.308117,7.663970,56.534291,1.424131,26.179407,notdisco
14.269233,8.210661,62.114471,0.900104,17.299538,notdisco
14.346847,7.549272,42.484067,1.601193,12.634162,notdisco
14.306879,7.747746,40.761473,0.540043,12.006250,notdisco
14.603205,4.318569,35.070152,7.193685,13.264047,notdisco
14.279351,7.807591,39.986282,0.010961,14.761978,notdisco
14.532895,5.784568,36.529084,5.650188,12.307353,notdisco
14.561674,5.346449,30.526913,4.302986,11.126935,notdisco
14.656954,3.929755,26.326724,4.977731,8.684426,notdisco
13.581028,12.052871,52.032580,0.002443,21.016259,notdisco
14.633021,4.447531,32.094393,6.517549,9.925660,notdisco
14.611554,4.454499,34.096145,6.848984,10.562040,notdisco
14.558683,5.364301,38.763035,0.137727,11.332984,notdisco
14.190833,8.480543,43.817381,0.174013,16.554661,notdisco
13.891734,10.049413,42.438971,0.086513,16.727964,notdisco
13.755455,11.048797,52.814075,0.010139,23.569790,notdisco
13.975146,9.909267,42.991922,0.146387,18.530199,notdisco
14.545537,5.304817,27.739925,1.251748,12.143550,notdisco
14.222985,8.407576,41.658461,0.406717,15.737768,notdisco
14.100197,9.202009,51.367686,0.250287,23.916972,notdisco
13.887576,10.867523,61.573005,0.705587,26.774422,notdisco
13.852150,10.457201,43.882911,0.044501,16.294083,notdisco
14.196894,8.509799,38.919920,0.713677,15.770291,notdisco
14.325941,7.519318,45.519383,1.013082,14.983939,notdisco
13.609369,11.653739,77.120187,0.023922,38.404582,notdisco
13.357493,13.185013,64.029118,0.178305,34.890628,notdisco
13.599008,11.507178,73.785839,0.053940,39.360962,notdisco
13.930693,10.063862,61.017771,0.106516,28.141316,notdisco
13.474374,12.157109,69.850174,0.075197,33.562871,notdisco
14.399474,6.695375,43.675496,0.212392,13.772453,notdisco
13.630148,11.899191,59.863236,0.018073,29.504329,notdisco
14.037995,9.412292,44.519329,0.163872,21.651426,notdisco
13.740490,11.407693,59.476098,0.085561,25.754498,notdisco
14.212837,8.300184,44.043966,0.232845,19.483654,notdisco
14.458656,6.333887,38.500585,2.222086,16.361969,notdisco
14.452815,6.240981,43.263502,0.765893,12.685210,notdisco
14.228379,8.317542,47.464624,0.919815,19.890616,notdisco
13.770590,11.678794,78.982178,0.721545,38.625669,notdisco
14.104838,9.332505,46.396819,0.056815,14.342524,notdisco
12.755415,17.920584,128.753163,0.383538,56.166528,notdisco
14.398817,7.016647,41.398239,1.756009,16.011595,notdisco
14.148980,8.958901,44.764834,0.250146,17.338107,notdisco
14.122076,9.131433,49.120857,0.011479,20.026280,notdisco
13.950367,10.277418,61.452124,0.233877,28.143322,notdisco
