@RELATION music_genre
@ATTRIBUTE TEMPO NUMERIC
@ATTRIBUTE AVG_BEAT_FRAME_DIFF NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
129.199219,19.883333,jazz
184.570312,14.0,jazz
151.999081,16.76,jazz
95.703125,27.311111,jazz
107.666016,24.019231,jazz
95.703125,26.73913,jazz
161.499023,16.105263,jazz
71.777344,36.588235,jazz
123.046875,20.916667,jazz
95.703125,27.219512,jazz
123.046875,20.644068,jazz
107.666016,24.36,jazz
95.703125,26.574468,jazz
172.265625,14.45122,jazz
151.999081,17.30303,jazz
123.046875,21.237288,jazz
99.384014,25.361702,jazz
99.384014,26.108696,jazz
129.199219,19.460317,jazz
99.384014,25.541667,jazz
73.828125,35.228571,jazz
151.999081,16.971429,jazz
103.359375,24.92,jazz
151.999081,17.0,jazz
107.666016,24.0,jazz
112.347147,22.527273,jazz
83.354335,30.769231,jazz
103.359375,24.734694,jazz
117.453835,22.163636,jazz
184.570312,13.879121,jazz
80.749512,32.076923,jazz
107.666016,23.857143,jazz
135.999178,19.166667,jazz
117.453835,22.45283,jazz
99.384014,26.020833,jazz
107.666016,24.52,jazz
123.046875,20.8,jazz
80.749512,32.135135,jazz
135.999178,18.819672,jazz
135.999178,19.177419,jazz
129.199219,20.0,jazz
54.978391,47.125,jazz
95.703125,27.2,metal
151.999081,16.565789,metal
112.347147,23.203704,metal
99.384014,26.361702,metal
135.999178,18.69697,metal
151.999081,16.743243,metal
123.046875,21.345455,metal
151.999081,16.871429,metal
117.453835,22.0,metal
112.347147,22.781818,metal
184.570312,13.602151,metal
161.499023,15.697368,metal
172.265625,15.4375,metal
135.999178,18.630769,metal
151.999081,16.918919,metal
172.265625,14.666667,metal
92.285156,28.227273,metal
107.666016,24.096154,metal
99.384014,25.591837,metal
112.347147,23.528302,metal
99.384014,26.068182,metal
107.666016,23.72549,metal
135.999178,18.848485,metal
143.554688,17.793651,metal
112.347147,23.150943,metal
135.999178,18.656716,metal
129.199219,19.983051,metal
129.199219,20.033333,metal
135.999178,18.469697,metal
123.046875,21.254237,metal
129.199219,19.71875,metal
135.999178,18.757576,metal
117.453835,22.122807,metal
123.046875,21.0,metal
161.499023,16.144737,metal
117.453835,21.685185,metal
143.554688,18.253731,metal
135.999178,18.647059,metal
95.703125,26.911111,metal
117.453835,21.561404,metal
107.666016,23.622642,metal
117.453835,22.017544,metal
129.199219,19.822581,metal
95.703125,27.44186,metal
117.453835,22.035714,metal
61.523438,42.72,metal
117.453835,22.178571,metal
103.359375,24.44898,metal
107.666016,23.528302,metal
99.384014,26.12766,metal
112.347147,22.763636,metal
107.666016,23.576923,metal
161.499023,16.315789,metal
123.046875,20.844828,metal
123.046875,20.758621,metal
172.265625,15.2875,metal
107.666016,23.843137,metal
129.199219,20.15,metal
143.554688,17.764706,metal
99.384014,26.446809,metal
89.102909,28.714286,metal
107.666016,23.622642,metal
117.453835,22.017544,metal
129.199219,19.822581,metal
95.703125,27.44186,metal
117.453835,22.035714,metal
61.523438,42.72,metal
135.999178,19.461538,metal
161.499023,15.746835,metal
161.499023,15.910256,metal
117.453835,22.254902,metal
86.132812,30.421053,metal
123.046875,21.654545,metal
143.554688,17.814286,metal
123.046875,20.816667,metal
112.347147,22.830189,metal
143.554688,18.411765,metal
151.999081,17.246575,metal
99.384014,25.869565,metal
123.046875,20.9,metal
161.499023,15.753247,metal
151.999081,17.541667,metal
123.046875,21.086207,metal
117.453835,21.892857,metal
151.999081,17.362319,metal
103.359375,25.208333,metal
123.046875,21.034483,metal
95.703125,27.155556,metal
117.453835,22.169811,metal
151.999081,16.916667,metal
89.102909,28.928571,pop
107.666016,24.134615,pop
83.354335,30.725,pop
92.285156,28.0,pop
107.666016,24.137255,pop
172.265625,15.0875,pop
92.285156,27.902439,pop
129.199219,20.370968,pop
172.265625,15.358025,pop
107.666016,24.55102,pop
107.666016,24.156863,pop
184.570312,14.083333,pop
99.384014,26.12766,pop
143.554688,17.985294,pop
117.453835,22.307692,pop
103.359375,24.854167,pop
107.666016,23.515152,pop
107.666016,23.528302,pop
123.046875,21.186441,pop
92.285156,27.822222,pop
107.666016,23.923077,pop
99.384014,25.530612,pop
103.359375,24.854167,pop
103.359375,25.085106,pop
117.453835,21.892857,pop
151.999081,17.219178,pop
75.99954,33.971429,pop
83.354335,30.717949,pop
99.384014,25.571429,pop
161.499023,16.153846,pop
95.703125,26.702128,pop
95.703125,26.888889,pop
95.703125,27.173913,pop
99.384014,26.130435,pop
95.703125,26.913043,pop
107.666016,23.913043,pop
99.384014,26.355556,pop
103.359375,24.8,pop
92.285156,27.733333,pop
83.354335,31.131579,pop
129.199219,19.9,pop
107.666016,23.980392,pop
92.285156,27.75,pop
135.999178,19.428571,pop
117.453835,21.736842,pop
117.453835,22.185185,pop
117.453835,21.910714,pop
112.347147,23.519231,pop
129.199219,20.213115,pop
58.726918,43.777778,pop
143.554688,18.426471,pop
112.347147,23.038462,pop
103.359375,25.0,pop
161.499023,16.013514,pop
129.199219,20.133333,pop
103.359375,24.74,pop
89.102909,28.697674,pop
103.359375,25.0,pop
99.384014,26.276596,pop
89.102909,28.697674,pop
129.199219,20.133333,pop
95.703125,26.702128,pop
161.499023,16.025641,pop
80.749512,31.512821,pop
129.199219,20.303571,pop
117.453835,22.527273,pop
80.749512,31.605263,pop
112.347147,22.781818,pop
129.199219,20.193548,pop
107.666016,24.25,pop
123.046875,20.677966,pop
112.347147,22.781818,pop
117.453835,22.433962,pop
129.199219,20.209677,pop
83.354335,30.948718,pop
95.703125,27.466667,pop
215.332031,11.768519,pop
112.347147,23.320755,pop
103.359375,24.666667,pop
112.347147,22.903846,pop
112.347147,23.509434,pop
143.554688,17.695652,pop
129.199219,20.344828,pop
123.046875,20.833333,pop
99.384014,25.844444,pop
117.453835,21.537037,pop
129.199219,19.5625,pop
103.359375,25.061224,pop
99.384014,26.0,pop
99.384014,25.695652,pop
123.046875,21.12069,reggae
151.999081,16.613333,reggae
103.359375,25.0,reggae
143.554688,17.434783,reggae
123.046875,20.716667,reggae
161.499023,16.533333,reggae
75.99954,34.617647,reggae
151.999081,16.972973,reggae
95.703125,26.586957,reggae
161.499023,16.36,reggae
117.453835,22.232143,reggae
123.046875,20.508197,reggae
129.199219,19.68254,reggae
123.046875,20.915254,reggae
129.199219,19.761905,reggae
129.199219,20.47541,reggae
143.554688,18.147059,reggae
129.199219,20.416667,reggae
151.999081,16.581081,reggae
143.554688,17.690141,reggae
129.199219,20.288136,reggae
151.999081,16.657534,reggae
151.999081,17.458333,reggae
129.199219,19.95082,reggae
135.999178,18.606061,reggae
123.046875,21.368421,reggae
135.999178,18.757576,reggae
135.999178,19.15625,reggae
78.302557,33.027778,reggae
151.999081,17.205479,reggae
75.99954,34.085714,reggae
161.499023,16.25974,reggae
151.999081,17.242424,reggae
89.102909,29.463415,reggae
184.570312,13.728261,reggae
107.666016,23.660377,reggae
86.132812,29.829268,reggae
151.999081,16.986111,reggae
95.703125,27.214286,reggae
151.999081,16.805556,reggae
92.285156,27.931818,reggae
143.554688,17.742857,reggae
123.046875,21.413793,reggae
151.999081,16.618421,reggae
172.265625,14.741176,reggae
161.499023,15.911392,reggae
172.265625,15.246914,reggae
143.554688,17.6,reggae
89.102909,29.52381,reggae
95.703125,26.577778,reggae
95.703125,27.4,reggae
86.132812,29.738095,reggae
99.384014,25.979167,reggae
75.99954,33.777778,reggae
151.999081,17.442857,reggae
129.199219,19.870968,reggae
161.499023,16.44,reggae
95.703125,26.510638,reggae
123.046875,21.0,reggae
151.999081,16.726027,reggae
112.347147,23.12963,reggae
92.285156,27.772727,reggae
151.999081,17.094595,reggae
184.570312,14.102273,reggae
172.265625,15.072289,reggae
89.102909,29.214286,reggae
161.499023,16.25,reggae
83.354335,30.871795,reggae
135.999178,18.846154,reggae
143.554688,17.814286,reggae
172.265625,14.674419,reggae
143.554688,18.393939,reggae
112.347147,23.55102,reggae
83.354335,30.794872,reggae
172.265625,15.316456,reggae
143.554688,17.8,reggae
161.499023,16.426471,reggae
143.554688,17.471429,reggae
161.499023,16.283784,reggae
151.999081,17.040541,reggae
99.384014,25.75,reggae
99.384014,25.75,reggae
99.384014,25.75,reggae
129.199219,19.790323,reggae
198.768029,12.822917,reggae
86.132812,29.731707,reggae
129.199219,20.015873,reggae
83.354335,31.0,reggae
107.666016,23.884615,reggae
151.999081,17.263889,reggae
123.046875,21.153846,rock
151.999081,17.138462,rock
107.666016,24.5,rock
95.703125,27.333333,rock
103.359375,25.227273,rock
99.384014,26.304348,rock
112.347147,22.590909,rock
89.102909,28.883721,rock
172.265625,14.639535,rock
75.99954,34.470588,rock
161.499023,15.654321,rock
117.453835,22.074074,rock
112.347147,22.830189,rock
123.046875,21.185185,rock
117.453835,22.071429,rock
135.999178,19.106061,rock
143.554688,17.764706,rock
123.046875,21.327586,rock
117.453835,22.017857,rock
117.453835,21.54386,rock
99.384014,25.934783,rock
184.570312,13.695652,rock
198.768029,12.907216,rock
73.828125,34.529412,rock
73.828125,34.875,rock
103.359375,24.98,rock
112.347147,22.90566,rock
151.999081,17.027027,rock
135.999178,18.617647,rock
123.046875,20.516667,rock
117.453835,22.122807,rock
117.453835,21.892857,rock
92.285156,28.340909,rock
117.453835,22.107143,rock
135.999178,18.777778,rock
129.199219,19.71875,rock
135.999178,19.132075,rock
129.199219,20.183333,rock
135.999178,19.448276,rock
143.554688,17.885714,rock
112.347147,22.384615,rock
117.453835,21.981818,rock
161.499023,15.943662,rock
89.102909,29.317073,rock
92.285156,27.651163,rock
151.999081,17.043478,rock
103.359375,25.44898,rock
107.666016,23.520833,rock
129.199219,19.730159,rock
112.347147,23.511111,rock
123.046875,20.763636,rock
172.265625,14.682353,rock
129.199219,20.148936,rock
117.453835,21.551724,rock
107.666016,23.884615,rock
129.199219,19.796875,rock
135.999178,18.723077,rock
123.046875,20.655738,rock
135.999178,18.686567,rock
117.453835,22.236364,rock
89.102909,29.268293,rock
80.749512,32.289474,rock
123.046875,20.833333,rock
75.99954,33.486486,rock
151.999081,16.931507,rock
123.046875,20.821429,rock
75.99954,33.942857,rock
103.359375,24.54902,rock
123.046875,20.983333,rock
172.265625,15.2625,rock
172.265625,15.2,rock
112.347147,23.055556,rock
103.359375,24.918367,rock
95.703125,27.488889,rock
112.347147,22.890909,rock
117.453835,21.551724,rock
95.703125,26.934783,rock
107.666016,24.098039,rock
99.384014,26.382979,rock
123.046875,20.672131,rock
117.453835,21.877193,rock
117.453835,21.818182,rock
99.384014,26.377778,rock
123.046875,21.237288,rock
129.199219,20.015873,rock
184.570312,13.410526,rock
129.199219,19.555556,rock
129.199219,19.633333,rock
92.285156,28.162791,rock
107.666016,23.673077,rock
