@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE MEAN_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_MFCC_25 NUMERIC
@ATTRIBUTE STD_MFCC_0 NUMERIC
@ATTRIBUTE STD_MFCC_1 NUMERIC
@ATTRIBUTE STD_MFCC_2 NUMERIC
@ATTRIBUTE STD_MFCC_3 NUMERIC
@ATTRIBUTE STD_MFCC_4 NUMERIC
@ATTRIBUTE STD_MFCC_5 NUMERIC
@ATTRIBUTE STD_MFCC_6 NUMERIC
@ATTRIBUTE STD_MFCC_7 NUMERIC
@ATTRIBUTE STD_MFCC_8 NUMERIC
@ATTRIBUTE STD_MFCC_9 NUMERIC
@ATTRIBUTE STD_MFCC_10 NUMERIC
@ATTRIBUTE STD_MFCC_11 NUMERIC
@ATTRIBUTE STD_MFCC_12 NUMERIC
@ATTRIBUTE STD_MFCC_13 NUMERIC
@ATTRIBUTE STD_MFCC_14 NUMERIC
@ATTRIBUTE STD_MFCC_15 NUMERIC
@ATTRIBUTE STD_MFCC_16 NUMERIC
@ATTRIBUTE STD_MFCC_17 NUMERIC
@ATTRIBUTE STD_MFCC_18 NUMERIC
@ATTRIBUTE STD_MFCC_19 NUMERIC
@ATTRIBUTE STD_MFCC_20 NUMERIC
@ATTRIBUTE STD_MFCC_21 NUMERIC
@ATTRIBUTE STD_MFCC_22 NUMERIC
@ATTRIBUTE STD_MFCC_23 NUMERIC
@ATTRIBUTE STD_MFCC_24 NUMERIC
@ATTRIBUTE STD_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE TEMPO NUMERIC
@ATTRIBUTE AVG_BEAT_FRAME_DIFF NUMERIC
@ATTRIBUTE AVG_ZCR NUMERIC
@ATTRIBUTE AVG_HARMONIC NUMERIC
@ATTRIBUTE AVG_PERCUSSIVE NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
33.316337,29.21813,117.258614,0.371025,36.393541,-196.907109,73.729118,12.147615,20.040943,11.114832,-1.192015,3.898494,-5.391985,-3.888136,10.685114,-7.553451,1.359221,5.285926,2.444481,2.957221,-3.065973,0.570353,-0.090034,-0.866368,1.472943,-0.554037,-3.29361,-2.762305,-5.931688,-5.953098,-0.173504,76.835992,37.959179,23.649375,10.676764,16.328343,13.197673,14.712449,10.621236,10.984396,10.716011,8.144227,8.655489,9.472198,9.362508,9.51573,12.205694,10.012256,10.091663,13.67562,12.913638,13.924692,13.078744,11.010389,12.450103,10.661016,10.911437,11.791789,6.320253,4.153428,1.744435,1.878743,1.998169,1.837701,1.449923,1.418092,1.553039,1.331228,1.243601,1.316791,1.241175,1.468962,1.600248,1.35049,1.235285,1.355567,1.558811,1.666362,1.568832,1.373062,1.322284,1.446376,1.365818,6.062604,3.566652,2.228675,0.997493,1.025295,1.134429,0.994884,0.757602,0.819833,0.879675,0.806472,0.736753,0.69145,0.74503,0.860975,0.774059,0.766426,0.667529,0.710122,0.705519,0.840646,0.793776,0.802303,0.810624,0.860729,0.859419,112.347147,22.6875,0.096656,5e-06,5e-06,country
34.98375,19.640912,84.851358,4.354706,30.633116,-145.100449,131.524772,-3.227785,22.190819,-4.599485,1.493627,-7.865809,-0.268654,-8.198817,-5.198657,-2.241378,0.85017,-4.911741,-2.151824,-1.143634,-3.765134,-3.59042,-7.364773,-0.090081,0.572194,-1.924699,-2.302639,-2.353697,-4.675138,-3.105707,-0.481681,44.469006,33.911371,18.530925,13.504048,14.081249,9.378794,9.601538,9.858382,7.726497,8.483994,9.689073,6.664479,7.594554,7.133299,6.652121,6.341365,6.410984,6.536672,5.088288,5.519002,5.867635,5.229477,5.058577,4.474146,5.455587,4.927381,9.612612,6.819584,3.637208,2.036653,2.449273,1.713723,1.582114,1.797808,1.411372,1.492834,1.628398,1.323831,1.335528,1.300157,1.121615,1.156644,1.271263,1.043581,0.93082,1.043289,1.038607,0.96469,0.880073,0.818894,0.947334,0.908628,5.912789,3.753439,2.185292,1.168597,1.373043,1.020776,0.857535,0.961133,0.88719,0.944355,0.934795,0.821352,0.754356,0.768489,0.703946,0.721789,0.698068,0.636631,0.631928,0.692914,0.621924,0.610649,0.571982,0.533225,0.545148,0.593676,89.102909,29.153846,0.06113,-2e-06,0.0,country
35.206137,21.067866,148.945093,7.707791,51.654886,-129.301008,82.448188,3.713649,19.686066,11.494644,-0.86532,2.84133,-0.158758,-2.539664,2.140443,-5.157905,-2.661515,-4.344476,0.110965,0.218515,1.058478,-0.274645,0.338741,-2.241296,-0.289697,1.886997,2.992207,-0.501676,-4.922664,-3.786399,-1.095278,45.297479,22.793743,19.042138,10.587948,12.270716,9.040409,7.356472,7.646307,9.03766,8.637395,7.849482,6.87161,6.815151,7.26784,7.067111,7.46231,7.969051,7.799365,7.129181,10.432255,8.884541,7.704282,7.397762,8.727863,8.891895,7.684583,8.144618,3.585566,2.945215,2.047883,1.639652,1.541959,1.324374,1.333205,1.378592,1.468808,1.213651,1.205916,1.204241,1.08476,1.161779,1.069137,1.233065,1.328065,1.186527,1.694165,1.418446,1.326504,1.231446,1.575602,1.664121,1.540121,5.711525,2.316255,2.063477,1.251021,0.956316,0.937556,0.838632,0.819221,0.92431,0.872479,0.773587,0.748081,0.722688,0.735127,0.762077,0.640549,0.693961,0.809885,0.711917,0.885987,0.811043,0.809448,0.851053,0.83906,0.917277,0.861027,129.199219,20.263158,0.122755,2e-06,-1e-05,country
34.533143,22.693546,109.772729,4.871886,49.501558,-127.701331,63.847451,17.614267,19.72036,17.107866,10.485106,5.191454,-0.528324,2.641686,-1.238071,-2.71024,1.828248,-2.770829,-1.310393,-2.626455,-1.664936,0.311132,0.255624,-4.921777,-6.240378,-3.997708,-4.023433,-1.764768,-3.374188,-2.304903,-0.935041,56.4253,24.767347,18.111997,15.661379,12.148454,9.966998,7.816157,7.748399,7.927708,7.10706,6.56485,8.175962,8.147939,7.057782,6.838339,8.001184,8.897608,8.669437,7.224344,8.084243,8.20365,8.431341,8.609276,8.200426,8.232639,7.891225,11.287339,5.097352,3.420847,2.203811,2.060239,1.53378,1.329476,1.296115,1.292539,1.314427,1.261091,1.373636,1.421299,1.296691,1.214546,1.235327,1.338484,1.276205,1.080544,1.310407,1.310989,1.406794,1.470332,1.326274,1.256631,1.105161,7.10858,2.870511,2.035687,1.129402,0.991568,0.947496,0.755962,0.83481,0.744246,0.775845,0.685751,0.811315,0.823937,0.764913,0.711267,0.641174,0.794622,0.855043,0.715417,0.707485,0.740601,0.834968,0.948312,0.891653,0.820096,0.770521,135.999178,18.8,0.143614,-5e-06,-1.4e-05,country
35.13853,19.698397,71.269435,0.457663,19.417151,-149.122942,119.367105,-9.823618,32.094181,-6.962783,3.783651,-15.590659,3.290891,-15.436323,0.528001,-13.790718,-3.867259,-1.051835,-5.41615,-3.30208,-2.273214,-4.795491,-3.873757,-0.366488,-1.854631,-3.997045,-1.309951,-2.963878,-1.863288,-3.676226,-3.8158,64.844585,43.00173,19.917197,12.345588,11.645621,8.51144,10.176431,11.903794,8.876719,8.54704,7.002202,6.508213,6.976456,6.330724,6.347649,5.325781,6.41839,5.663792,5.395336,6.39188,5.17216,5.389334,5.121248,4.64027,5.305923,4.803151,9.037807,5.088726,3.555168,1.850157,2.214707,1.560843,1.471367,1.432289,1.581408,1.408398,1.296017,1.091268,1.178734,0.99644,1.031032,0.86537,1.036094,0.853691,0.82255,0.915958,0.882093,0.83717,0.779478,0.824882,0.745551,0.824783,6.533012,3.603386,1.947857,1.166103,1.286386,0.920471,0.883876,0.815794,0.85053,0.778806,0.788934,0.780695,0.797854,0.754144,0.751879,0.602299,0.660959,0.584759,0.568761,0.572683,0.617802,0.528364,0.532665,0.593899,0.57427,0.591302,143.554688,17.434783,0.093324,-0.0,4e-06,country
34.59455,23.988119,103.19054,1.738925,31.847225,-217.012371,145.504484,-25.85689,55.203023,-15.763229,-2.847023,-15.278937,-7.75243,-11.900043,-7.850579,4.249493,-10.77208,-7.649583,-2.043009,-12.573895,-0.037841,-7.497515,-5.171923,0.552045,-6.219355,-6.694444,-7.182205,-6.267083,-3.768029,-8.62702,-5.424084,56.936299,25.250467,30.439706,15.696845,15.728928,8.555411,10.786522,8.269785,8.760853,8.312152,10.561091,6.752785,6.706191,8.276793,6.491332,5.952778,6.603101,6.220968,5.596903,5.7546,4.958357,5.887459,5.337513,5.202585,5.44606,6.026086,10.290432,4.586017,4.321071,2.285275,2.351256,1.44257,1.807138,1.438083,1.543426,1.455499,1.637393,1.089082,1.032664,1.306654,1.198612,1.099622,1.108676,1.076069,0.920661,0.866442,0.819248,0.942422,0.896036,1.018472,0.896673,0.924597,6.920185,2.838915,2.438446,1.595211,1.278491,1.010153,1.162263,0.873206,0.890365,0.86142,0.874676,0.669042,0.781867,0.785572,0.760308,0.683332,0.737523,0.714633,0.573734,0.602599,0.605557,0.576788,0.573888,0.570436,0.56538,0.616574,107.666016,24.3125,0.064493,-3e-06,-0.0,country
35.891123,14.563061,70.025895,6.044001,26.813373,-212.96778,164.416942,6.980028,26.299448,12.807173,3.032954,-3.264576,-5.092966,-9.201284,-1.319052,-6.621713,-2.0816,-7.195537,-3.180483,-5.912233,0.988853,0.320141,2.365609,2.145798,-0.631317,-0.887527,-2.886976,-2.543183,-0.607598,3.045335,0.033553,49.446051,23.800197,11.842502,8.68663,7.547596,8.356724,6.026845,7.239897,8.49379,8.65598,6.341376,5.799586,5.598682,5.442524,5.845104,4.602993,5.117745,6.477727,5.228737,5.442073,5.588323,7.024115,6.206701,6.982717,7.129899,5.445482,11.971023,5.050005,2.210119,1.814119,1.566808,1.714834,1.05923,1.375907,1.474754,1.410012,1.183605,1.125866,1.009857,0.926852,0.978434,0.802642,0.89744,1.062135,0.913131,1.015251,0.947237,1.0227,1.022551,1.229777,1.211246,0.928368,6.962081,2.241777,1.406333,1.066001,0.950033,1.005869,0.715835,0.716038,0.848139,0.704522,0.75484,0.651265,0.673937,0.59603,0.580113,0.487148,0.553979,0.595513,0.584931,0.568286,0.536286,0.594803,0.565268,0.641803,0.667239,0.559713,89.102909,29.454545,0.040655,-7e-06,-1.6e-05,country
35.211996,20.309274,112.133879,2.554495,41.443556,-149.272526,106.457804,-10.422778,18.823722,21.85988,6.378605,-2.43296,5.03975,0.733477,1.11737,-5.113695,-0.996591,-8.180891,-4.223336,-5.65106,-6.299989,-5.570414,-1.027098,-3.589431,-9.785045,-3.553755,-5.651837,-4.86502,0.812739,-3.684124,1.329553,44.29571,23.253572,18.587652,10.617686,13.276018,11.704001,10.485867,9.218154,8.227089,7.736963,6.994005,8.430869,6.97058,6.400457,6.26547,7.111472,6.759692,5.423184,6.139154,5.764915,6.242451,6.677844,7.930486,7.105075,8.153164,7.854207,7.517604,4.299952,2.987245,2.085495,2.24108,1.946437,1.783659,1.307938,1.465728,1.329158,1.078081,1.27249,1.189224,1.116087,1.012958,1.096379,1.021646,0.959554,1.058286,1.009214,1.133824,1.106682,0.94446,1.114112,1.023566,1.29113,4.872271,2.440366,1.747176,1.249447,1.215128,0.98436,1.011004,0.78514,0.850573,0.788184,0.719501,0.802211,0.791579,0.717443,0.598467,0.689116,0.619642,0.629562,0.612048,0.619058,0.672487,0.719086,0.661454,0.647609,0.645917,0.758387,86.132812,29.916667,0.090757,-2e-06,-1.1e-05,country
30.646849,38.877378,146.082087,1.432284,40.223743,-270.33804,170.883469,-21.516012,23.618627,20.325956,-2.203836,0.862094,-2.048329,-8.370863,0.728149,-5.089009,-1.904508,-3.702635,-9.332257,-2.092119,-3.617003,-12.60007,-3.097518,2.048579,-2.615684,-0.509968,-3.598833,-9.244395,-2.077322,0.819312,-3.609468,63.508832,22.103926,23.039364,19.821309,15.242975,10.240815,12.974454,9.946049,9.424576,6.75234,7.945388,7.601092,6.14003,9.244933,7.092192,6.907899,8.482855,6.613001,6.244624,7.676231,7.027993,6.822595,5.84358,5.482328,6.435902,6.319712,8.163379,3.921656,3.059646,2.76508,2.358694,1.871479,2.28338,1.642321,1.445157,1.148802,1.439455,1.175631,1.034392,1.421796,0.970817,1.122189,1.141376,0.88138,1.016028,1.010693,1.024057,0.889882,0.893598,0.884044,0.801074,0.911457,4.323444,2.586394,1.575304,1.368728,1.255504,1.12384,1.188848,1.026822,0.795601,0.765265,0.807097,0.630648,0.69786,0.719345,0.666884,0.667364,0.696963,0.551955,0.63048,0.547666,0.623292,0.560586,0.546358,0.509589,0.485306,0.582085,83.354335,30.2,0.0447,4e-06,1e-05,country
33.028826,28.813393,108.781197,0.484936,52.72052,-127.771269,84.967623,19.912301,20.11918,6.33444,16.266592,-3.885466,3.343123,1.808134,-0.758208,-3.059828,-5.25259,-3.171058,0.370308,-3.257357,-2.426196,-4.845612,2.089302,-4.78598,-2.629868,-6.452999,-4.492424,-4.399983,3.079457,-0.306196,2.604453,73.209607,47.610733,23.197682,14.767866,12.227621,10.191055,9.527799,8.514235,6.570228,6.140074,8.610249,8.842041,6.778961,7.170734,6.105005,5.662035,5.259519,6.15155,5.96586,5.256064,6.162177,5.678421,5.194508,5.399326,6.681473,5.707538,15.795106,6.662255,3.967016,2.15468,1.938531,1.593789,1.484463,1.34745,1.03267,1.09007,1.372523,1.328106,1.00443,1.275028,1.143339,0.90357,0.887247,0.946984,0.924107,0.856734,0.996499,0.930302,0.841144,0.876788,1.034741,0.905169,9.314108,4.303488,2.891513,1.218578,1.129493,0.894545,0.720138,0.746497,0.59326,0.668428,0.697113,0.673633,0.552523,0.743062,0.640263,0.560552,0.51774,0.616383,0.556868,0.584154,0.629819,0.585855,0.55083,0.521373,0.581252,0.574951,117.453835,22.529412,0.116052,-0.000495,-0.001033,disco
35.544081,16.738349,84.041051,6.569457,27.83185,-26.072139,58.239213,-10.426123,19.863353,9.404031,19.971372,8.022876,8.189997,-0.225022,10.14499,-1.812925,2.089177,-1.104576,0.005794,-3.281549,-0.351419,-0.682673,1.883609,-5.057397,-0.903672,-3.245534,1.977321,-0.814962,0.389907,-7.557506,-4.012193,33.962155,24.622483,20.211257,13.125325,8.951291,10.28258,8.999603,7.391382,6.781001,7.551882,5.81101,6.528288,6.827254,6.523186,7.044439,8.487467,9.055211,9.075689,7.811101,8.232046,9.493274,9.793855,8.534867,9.080954,8.862667,7.986763,6.73305,5.104889,4.308958,2.294928,1.723103,1.700939,1.381624,1.303905,1.231509,1.266588,1.19317,1.169103,1.212024,1.163245,1.179334,1.353854,1.388933,1.474154,1.376277,1.559198,1.685905,1.762222,1.394268,1.417832,1.437826,1.431901,4.516586,3.127449,2.942229,1.413366,1.034261,1.152103,0.87206,0.823189,0.795258,0.83568,0.761028,0.765885,0.841033,0.765033,0.738048,0.897229,0.974731,0.953587,1.031103,1.038165,1.134173,1.154431,0.94232,1.034175,0.897534,0.971653,117.453835,22.117647,0.177111,-0.000161,-0.001241,disco
35.497908,18.579084,100.896164,7.494206,42.960371,-59.183487,57.418033,22.311852,11.433692,21.143953,0.249788,0.138961,1.899095,-6.010591,1.822279,2.414181,-5.280178,-2.292648,0.660855,-2.561524,-2.484528,-1.078191,-5.283193,-7.363221,-1.390513,-0.159135,-5.264685,-5.917222,-7.537747,0.866349,-3.623555,37.50052,14.920189,15.815187,17.088922,10.441806,9.634423,9.480763,7.080354,9.683908,6.609272,7.098598,7.298705,7.371616,5.536574,5.815155,4.870859,4.999903,5.728866,6.482426,6.159529,6.144089,6.866111,5.854497,6.997869,7.659437,7.047186,7.192853,2.479991,3.328417,3.492561,1.934597,1.69654,1.605916,1.340091,1.43375,1.170817,1.255831,1.166399,1.368782,1.046231,1.085013,0.898116,1.021536,1.009153,1.053644,1.125661,1.059568,1.154692,0.866237,1.098119,1.338902,1.294687,5.066438,1.751342,1.993841,1.804082,1.132755,1.064914,1.020465,0.904256,0.911662,0.743292,0.948073,0.731771,0.813731,0.657881,0.691479,0.661805,0.689738,0.631306,0.719836,0.790088,0.655787,0.759225,0.620268,0.705047,0.871294,0.878638,92.285156,28.214286,0.15476,1.1e-05,0.0,disco
36.286077,11.584214,70.573361,5.305084,26.935069,-28.024165,53.29815,-6.73492,45.522552,8.222443,21.493335,3.812286,12.72648,1.946792,7.676556,-2.340922,9.820773,2.455876,2.849345,-2.85222,4.363777,-0.664897,-3.239576,-4.236322,-1.314903,-3.058115,0.596304,-1.321958,0.38734,-1.558591,-2.299263,45.433009,24.194087,28.188022,13.736933,11.803573,11.29077,7.094529,6.71967,5.982582,7.240946,6.588072,6.107264,6.157179,6.423492,5.834292,4.82436,5.312143,6.688333,6.791221,6.36073,7.938518,8.685665,10.332976,7.841652,5.554375,6.205217,8.125655,4.80538,4.559299,2.717518,2.071917,1.830594,1.324619,1.243108,1.04462,1.212643,1.188463,1.084361,1.112089,1.056248,1.007289,0.835993,0.939751,1.081886,1.293006,1.187855,1.296892,1.428425,1.671227,1.250208,1.001669,1.135318,5.601382,3.517167,2.516651,1.893356,1.308602,0.997869,0.90075,0.884432,0.792901,0.853875,0.860599,0.729389,0.705239,0.71656,0.685737,0.614789,0.623102,0.686189,0.709528,0.821096,0.854243,0.808026,0.875678,0.678161,0.644075,0.714914,129.199219,20.4,0.169168,-0.000262,-0.001296,disco
32.370093,31.775435,141.970924,3.365835,71.319414,-107.485745,62.427854,15.118392,6.499033,4.300301,6.169013,2.587339,3.377496,-1.6709,-0.823459,0.301078,0.337224,5.630525,-6.027781,-2.567388,1.370838,-3.307472,0.278981,0.771149,-5.558528,-4.448569,-2.984463,-3.325628,-0.371238,-0.264121,2.538797,38.436656,22.365321,17.867825,13.410569,12.683942,10.213155,8.139971,7.810708,8.547856,7.50843,7.537288,5.568134,6.793253,6.599571,5.779111,6.385412,7.170197,6.567265,7.88609,5.890879,7.697148,6.244799,7.387486,8.50902,11.386244,10.005156,8.346384,3.874566,3.348622,2.377583,1.962271,2.06345,1.482565,1.43027,1.419069,1.414041,1.387901,1.011967,1.203572,1.196089,0.998489,1.110667,1.255018,1.153721,1.341574,1.100858,1.33761,0.995626,1.271222,1.490522,1.622827,1.558847,5.66262,2.034002,1.856711,1.32523,1.188658,1.093233,0.898214,0.820705,0.895291,0.826747,0.898912,0.679827,0.699951,0.73361,0.659306,0.722101,0.706113,0.708948,0.745458,0.757891,0.71307,0.707812,0.859177,0.844685,0.847883,0.868391,123.046875,21.388889,0.172823,-1e-06,-8e-06,disco
35.683718,14.386931,78.15368,6.6342,30.182303,-15.767531,71.99866,-10.10869,29.525607,6.722941,4.595612,4.644824,13.078212,-2.667814,13.678701,1.074286,-0.863549,0.742653,3.120633,-2.481929,-0.543627,-1.452175,-0.849381,-0.809448,0.107291,-1.385437,-1.160179,-3.632126,-1.307694,-2.945934,-2.738002,34.547019,23.085565,16.334798,11.555461,9.357147,8.064974,7.739345,7.343425,7.70495,6.837686,6.58706,7.348861,6.955031,5.738751,5.926567,6.494882,7.452861,8.132925,7.817109,10.193454,9.420606,8.896531,7.87955,7.263788,6.808967,8.17041,6.546739,4.370874,2.899152,1.909191,1.682709,1.667546,1.339685,1.175099,1.248436,1.297581,1.100779,1.062148,1.074437,0.958267,0.871574,1.066256,1.135981,1.096434,1.372631,1.457636,1.339337,1.425011,1.354594,1.175195,1.205113,1.28812,4.358483,2.62387,1.609684,1.149721,1.036501,0.895205,0.840245,0.781853,0.857757,0.876319,0.71441,0.692674,0.668909,0.638504,0.581189,0.65981,0.689518,0.746499,0.860893,0.874351,0.80709,0.804569,0.798957,0.752812,0.679458,0.788791,215.332031,11.969697,0.149659,-5.5e-05,-0.001407,disco
35.35451,17.574091,81.281784,2.791971,38.146549,-26.662367,66.572468,-23.240938,35.055856,-3.212297,8.390132,3.128072,6.621414,-4.697149,6.108207,-7.308306,1.550362,-4.165667,-2.115473,-3.886343,-2.979475,-3.161771,-1.797959,-4.733323,2.664865,-1.955,-0.200459,2.306853,0.354412,-0.055189,0.132017,39.77959,19.435794,19.639187,18.408875,13.905561,10.672198,9.309362,9.777271,8.118977,7.852446,8.155849,7.886347,6.813452,6.005565,5.541748,6.387295,6.300244,6.683151,5.65902,6.65253,7.756701,9.857031,10.541599,7.137673,6.501498,7.689433,6.592978,3.283877,4.113827,3.02311,2.893852,1.983114,1.832828,1.863448,1.587337,1.533869,1.577593,1.710566,1.148474,1.098222,0.99545,1.130182,1.13722,1.027718,1.02237,1.106593,1.253526,1.359163,1.478337,1.199461,1.236516,1.157036,4.801915,2.150412,2.615863,1.701975,1.741681,1.273582,1.22829,1.053661,1.021155,1.108931,0.994424,0.938159,0.699412,0.658495,0.662819,0.736236,0.718341,0.754436,0.684605,0.717483,0.874677,0.878942,0.878918,0.837001,0.873894,0.79384,123.046875,20.842105,0.157479,-0.000489,-0.001416,disco
33.810242,26.526792,114.416614,4.23534,49.188235,-52.114337,57.353954,-4.199021,32.043152,6.273711,16.077781,3.480868,2.307459,-0.304357,2.52973,-1.236087,1.652916,0.216059,0.003841,-1.896354,-4.119828,-0.925914,-1.079778,-0.516192,3.321798,1.680795,0.98006,0.41325,-2.408234,-1.572919,1.819915,41.336793,29.354308,17.783258,17.244802,10.65564,10.363961,9.269528,9.104833,7.708889,7.382896,7.880737,7.029497,6.530576,6.671225,5.706749,6.445499,6.383733,6.387958,7.029153,8.324722,7.305512,6.313213,5.78704,7.796362,7.832533,8.245073,8.294468,5.701942,3.470016,3.587712,1.949239,1.905124,1.786779,1.803632,1.567437,1.493478,1.702081,1.387586,1.364617,1.276746,1.02831,1.259036,1.154969,1.159835,1.181568,1.231542,1.072416,1.003145,0.987073,1.181887,1.183264,1.270599,6.115574,3.298398,2.149262,1.808775,1.378673,1.001806,0.982925,0.89709,0.929659,0.791265,1.054097,0.832483,0.77544,0.699488,0.630463,0.685017,0.767215,0.660771,0.634984,0.786357,0.652147,0.633061,0.620058,0.622125,0.714364,0.744237,129.199219,20.0,0.139527,-5e-06,-4.1e-05,disco
