@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE TEMPO NUMERIC
@ATTRIBUTE AVG_BEAT_FRAME_DIFF NUMERIC
@ATTRIBUTE AVG_ZCR NUMERIC
@ATTRIBUTE AVG_HARMONIC NUMERIC
@ATTRIBUTE AVG_PERCUSSIVE NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
34.078423,25.592102,103.393297,2.810545,50.477373,92.285156,28.307692,0.170736,-0.000124,-0.000304,blues
36.116242,12.624903,64.051022,6.027574,24.659286,78.302557,33.3,0.144901,-1.8e-05,-0.000343,blues
35.876116,14.853807,72.55828,6.197069,23.919564,107.666016,23.857143,0.150975,-0.000242,-0.000641,blues
35.897149,14.837288,82.376346,8.710241,28.288586,80.749512,31.909091,0.121899,4e-06,7e-05,blues
36.176148,11.773788,68.515418,8.729926,23.708117,161.499023,16.304348,0.10805,-4e-05,-0.000571,blues
35.115512,18.20036,91.491894,4.392468,36.648526,161.499023,16.04,0.145688,-1.9e-05,-0.000306,blues
35.498987,17.283165,88.138734,5.555321,37.046765,123.046875,21.263158,0.116998,-1.9e-05,-1.2e-05,blues
35.433458,17.642438,80.284931,4.386068,32.361671,143.554688,17.590909,0.097162,5.1e-05,0.000397,blues
36.34761,10.720074,61.935115,9.337423,24.574449,73.828125,34.8,0.149319,-8e-06,-0.000403,blues
36.035327,13.893423,71.639342,10.69233,24.813173,103.359375,25.266667,0.147458,-2.5e-05,-0.000112,blues
35.601403,17.679961,88.735735,4.016773,38.035504,99.384014,26.538462,0.093784,-4e-06,-6.9e-05,blues
35.175025,19.862265,130.429876,6.001246,48.401098,107.666016,23.588235,0.123855,1.3e-05,2.1e-05,blues
33.852623,24.07156,112.883693,0.535292,49.089255,117.453835,21.888889,0.106785,-0.00503,-0.005645,blues
35.377977,17.416759,82.16306,3.094918,36.844046,117.453835,22.1875,0.133694,-0.010386,-0.006321,blues
35.5149,17.505088,84.927369,2.345718,33.344223,99.384014,26.285714,0.104943,2.5e-05,0.000333,blues
35.872837,13.98961,71.455085,6.422982,24.591626,117.453835,22.0,0.122561,1.1e-05,0.001475,blues
36.21241,10.69895,69.4031,10.052675,29.760147,151.999081,16.541667,0.124037,1.9e-05,-6.5e-05,blues
34.847114,21.50485,88.744134,1.530034,36.377536,117.453835,22.705882,0.09018,2e-05,0.000332,blues
36.379129,9.694641,62.637538,13.199505,20.814313,103.359375,25.642857,0.134711,-1.5e-05,4.5e-05,blues
35.840799,14.372351,68.413249,4.152556,22.489451,123.046875,20.882353,0.108585,-1.8e-05,-0.000337,blues
35.758347,15.1085,83.474573,5.703232,40.070696,135.999178,19.25,0.122634,-2.6e-05,-0.000724,blues
34.681459,21.59196,89.18179,0.201139,33.512886,112.347147,23.25,0.112651,2.1e-05,0.000558,blues
35.063888,21.307456,106.793668,2.427277,36.170916,143.554688,17.782609,0.08838,-1.8e-05,-0.000127,blues
33.54523,27.848809,193.317127,0.842659,85.132605,123.046875,21.388889,0.058682,-9e-06,-1.1e-05,blues
34.829212,20.105336,140.509064,2.591591,60.911117,172.265625,14.72,0.048136,1.6e-05,-8.3e-05,blues
33.047898,31.475135,188.515655,1.614064,78.103529,172.265625,14.961538,0.030464,1.6e-05,-0.000117,blues
28.262194,42.311115,297.294462,0.454934,107.689488,107.666016,22.857143,0.028513,-9e-06,-0.000122,blues
35.249782,20.926624,153.120517,8.228415,53.984918,95.703125,28.076923,0.102315,-3.6e-05,-0.00013,classical
34.799342,23.358805,118.732321,3.434377,15.505588,117.453835,22.705882,0.070448,-4.9e-05,-9.1e-05,classical
35.584461,16.415203,116.865731,8.038252,36.618773,198.768029,13.032258,0.095153,-1.2e-05,-0.000122,classical
33.717482,28.593075,200.463455,3.122479,56.661985,73.828125,38.0,0.121502,-3.8e-05,-0.000114,classical
34.693355,24.529709,157.28814,6.344088,40.070177,80.749512,30.833333,0.099495,-6.2e-05,-9.5e-05,classical
35.556748,17.424826,115.388883,7.145644,26.34855,143.554688,18.333333,0.076164,-1.6e-05,-0.00011,classical
33.915952,26.793073,154.702495,4.045907,25.448901,95.703125,26.923077,0.09202,-3.2e-05,-8.7e-05,classical
30.894352,39.167712,189.476438,0.413269,28.833163,103.359375,24.666667,0.04887,-3.2e-05,-0.000112,classical
31.548576,36.76939,179.769451,0.71594,33.959019,135.999178,18.944444,0.067411,-2.6e-05,-7.5e-05,classical
32.585059,32.888663,163.41823,1.445754,20.100756,151.999081,17.047619,0.075744,-3.1e-05,-7.2e-05,classical
30.006271,42.858018,239.043629,0.844468,98.856074,103.359375,25.428571,0.073402,-6.4e-05,-6.2e-05,classical
33.854844,29.400152,205.460861,10.012927,45.157357,151.999081,17.4,0.055115,-4e-06,-6e-06,classical
34.553131,24.631569,126.620624,2.812522,13.665648,143.554688,18.1,0.069084,-5e-06,-1e-05,classical
32.993192,30.739876,142.159407,0.707208,31.698331,129.199219,20.421053,0.075833,2e-06,-1.1e-05,classical
30.330813,38.982627,214.48135,0.720277,54.995168,143.554688,17.695652,0.078644,-4e-06,-7e-06,classical
35.577072,17.32408,92.600044,4.340674,16.585919,83.354335,31.555556,0.066297,-8e-06,-7e-06,classical
33.828905,28.13084,140.708294,2.224927,37.735121,99.384014,26.714286,0.03756,-8e-06,-1.1e-05,classical
33.85279,26.929294,125.796982,0.385826,38.197271,86.132812,29.454545,0.076011,-1.1e-05,-1.7e-05,classical
28.992959,46.072972,222.04325,0.37443,82.580984,129.199219,20.0,0.059022,-3e-06,-9e-06,classical
32.798826,32.592875,141.860609,1.164473,18.887305,184.570312,14.107143,0.045748,-6e-06,-7e-06,classical
33.021869,27.814594,199.313394,2.315478,55.385135,143.554688,18.857143,0.067683,-4e-06,-2e-06,classical
34.257996,25.307944,115.735954,0.483835,29.4731,92.285156,28.461538,0.094744,-1e-06,-1.2e-05,classical
35.041261,21.134474,103.226181,3.222106,19.465783,107.666016,23.857143,0.076011,-0.0,-1.5e-05,classical
34.922946,22.505112,122.957338,3.606075,22.329635,95.703125,27.75,0.032344,-3e-06,-9e-06,classical
34.222148,24.416876,117.600083,0.923048,40.838045,151.999081,17.136364,0.070695,-9e-06,-1.8e-05,classical
35.204904,21.279974,96.31179,4.071113,27.649334,129.199219,19.736842,0.067207,-6e-06,-2.1e-05,classical
34.674653,23.287087,105.506909,0.091004,36.623885,161.499023,16.166667,0.079522,1e-06,-1e-06,classical
34.717732,22.589231,85.947293,0.778663,15.417831,143.554688,17.545455,0.0542,-3e-06,-1.6e-05,classical
34.068892,25.964581,120.771649,0.367112,34.350709,161.499023,16.066667,0.078147,-1e-06,-7e-06,classical
21.381129,59.358041,421.185008,0.876425,55.59478,135.999178,18.8,0.107536,-2e-06,5e-06,classical
32.993668,32.817492,201.39719,2.482824,40.223306,112.347147,23.384615,0.081231,0.000683,0.000142,classical
33.630033,27.829589,162.980831,3.013167,71.265404,161.499023,15.45,0.045411,0.000392,0.000361,classical
36.117671,15.187363,91.313602,11.139965,9.161601,143.554688,18.388889,0.035017,-0.0,-1.5e-05,classical
32.841505,32.057696,150.988383,1.207586,13.583078,172.265625,14.333333,0.047881,0.000574,0.000124,classical
33.607084,30.117567,159.544042,0.908181,13.647282,123.046875,21.461538,0.052486,0.000131,0.000129,classical
31.972034,35.618858,245.879791,0.58549,86.009352,75.99954,32.666667,0.111494,0.000144,9.8e-05,classical
30.553532,40.255011,206.309336,0.164845,57.876543,86.132812,30.25,0.066101,-3e-06,-1.5e-05,classical
30.576088,38.576853,266.567305,1.911137,134.091103,64.599609,40.666667,0.076475,0.000137,0.000145,classical
33.2391,29.671522,167.293248,2.804654,43.527055,103.359375,24.214286,0.074598,0.000158,4.7e-05,classical
28.921543,44.574285,394.426499,3.880486,176.404081,112.347147,22.666667,0.136939,0.000157,3.1e-05,classical
35.317092,20.641764,84.344128,4.505472,16.3407,99.384014,25.846154,0.073542,-2e-05,-4e-06,classical
25.890833,53.843045,329.846457,0.363676,51.199264,99.384014,26.6,0.061846,-1.6e-05,-1e-06,classical
35.118477,20.808014,86.272863,4.749812,29.670918,198.768029,12.964286,0.094815,-0.001457,-0.000571,classical
35.268518,20.629694,122.375591,2.569658,49.246788,129.199219,19.7,0.056847,0.000958,0.00053,classical
35.401061,18.845249,118.124726,5.825785,16.184286,78.302557,31.714286,0.073864,0.000163,8e-05,classical
35.769099,16.299833,107.273192,4.81411,36.453154,95.703125,27.454545,0.060862,0.000871,0.000916,classical
36.015384,14.967196,89.391875,8.735381,29.408094,129.199219,19.833333,0.11986,-0.000708,-0.001734,classical
35.624171,17.503626,101.385683,7.696844,26.482597,99.384014,26.4,0.058804,-0.000876,-0.00011,classical
36.391693,10.932518,75.378548,12.894643,13.245458,143.554688,17.727273,0.07119,-0.000272,-0.001184,classical
35.216677,19.153395,92.839531,2.724453,30.431688,103.359375,23.076923,0.085285,-0.000302,-0.00127,classical
32.57999,32.749515,175.847884,0.438886,44.755911,143.554688,18.25,0.050825,0.000211,0.000126,classical
33.995714,29.017697,159.447676,3.212789,14.511516,129.199219,19.45,0.034654,-0.000985,-0.000647,classical
34.327735,24.649531,140.245562,3.938339,41.09807,151.999081,16.541667,0.116368,2e-06,0.000271,classical
35.244505,19.170897,92.672979,3.831895,24.227701,73.828125,35.5,0.094635,-0.000536,-0.001032,classical
35.354089,18.70518,70.892262,1.28421,23.486491,129.199219,20.294118,0.099681,-0.005306,-0.001061,classical
32.248962,32.66773,174.432836,2.635844,60.258137,184.570312,14.269231,0.06327,0.00028,1.8e-05,classical
35.680324,16.135796,66.622861,0.420827,10.587565,89.102909,27.333333,0.08593,-0.000681,-0.001153,classical
34.945163,22.073259,128.036107,4.716522,28.630481,107.666016,24.266667,0.082151,0.000225,8.1e-05,classical
35.905157,17.121215,89.628561,7.868666,11.096871,123.046875,21.0,0.079692,-0.00084,-0.000426,classical
34.760443,23.881329,129.378944,2.997244,23.214707,117.453835,22.266667,0.084793,-0.000555,-0.000748,classical
34.645477,23.041519,140.882535,4.113026,50.257815,123.046875,21.142857,0.092431,-0.00087,-0.000623,classical
35.011851,21.693747,128.867991,3.470548,29.511178,161.499023,16.136364,0.06415,-0.000584,-0.000423,classical
35.148066,20.39472,124.047449,2.214081,25.078281,89.102909,27.75,0.095377,-0.000708,-0.000934,classical
34.101684,27.498019,139.652505,6.801089,48.456657,99.384014,26.2,0.036204,-0.001431,-0.000185,classical
28.239151,47.262308,270.257413,0.664751,99.966623,80.749512,32.5,0.041478,-0.000891,-0.00018,classical
32.465244,33.779536,207.191653,1.144642,73.526513,83.354335,30.625,0.040226,-0.00144,-0.000124,classical
31.691091,35.687991,184.969127,0.243173,60.782688,234.90767,10.870968,0.046083,-0.001749,-8.9e-05,classical
31.882193,36.260561,211.461138,0.041403,67.864292,86.132812,29.7,0.042739,-0.000872,-0.00019,classical
35.2982,20.731372,135.033422,1.570413,22.761415,161.499023,15.68,0.092662,-0.000143,-0.000168,classical
35.360026,20.185491,163.933927,5.664007,25.696366,67.999589,37.7,0.089962,-0.000183,-0.000143,classical
30.751664,39.647683,211.526553,0.098306,63.538285,161.499023,16.217391,0.062208,-0.000196,-0.000181,classical
34.304474,25.771118,130.140119,0.623503,21.860369,143.554688,18.363636,0.074288,-9.8e-05,-0.000128,classical
31.720541,36.490863,178.684416,0.904934,17.255293,117.453835,22.0625,0.059383,-0.000103,-0.000128,classical
33.661305,28.551899,122.860528,0.368775,24.311761,135.999178,19.6875,0.078309,-0.000133,-0.000105,classical
34.501329,24.053593,161.957577,4.66603,35.634671,80.749512,31.2,0.067058,-9.8e-05,-0.00013,classical
34.30765,26.278552,154.03246,1.036115,38.323865,117.453835,22.666667,0.085766,-9e-05,-5.3e-05,classical
35.323667,20.777499,85.234991,2.254544,15.285016,172.265625,15.166667,0.065074,-3.7e-05,-0.000122,classical
29.814099,42.942378,259.035315,0.052619,112.968015,135.999178,18.266667,0.050803,-3.4e-05,-2.4e-05,classical
32.518279,33.778255,178.516471,4.936844,75.9307,67.999589,38.2,0.041617,-2.3e-05,-3.5e-05,classical
33.917168,26.912707,163.273598,4.763902,35.46819,103.359375,24.533333,0.049092,-8e-06,-4.7e-05,classical
32.81987,31.907804,118.239804,0.809931,8.431928,143.554688,17.772727,0.038334,-8e-06,-1.6e-05,classical
35.20564,20.204767,104.939831,5.602125,20.688475,151.999081,16.647059,0.052688,-3e-06,-1.9e-05,classical
35.238795,19.30252,93.564414,2.868907,29.235987,117.453835,22.9375,0.101606,-7e-06,-2e-06,classical
33.450178,27.510803,152.193773,0.545812,19.152681,129.199219,19.555556,0.046969,-2e-06,-1.1e-05,classical
35.110508,21.447191,85.466572,2.148089,14.261458,117.453835,21.916667,0.055351,-7e-06,-2e-06,classical
35.072174,21.54495,95.056589,3.625978,30.820682,107.666016,23.75,0.109517,-5e-06,-4e-06,classical
34.743249,23.553428,191.122882,5.80319,57.635712,99.384014,25.642857,0.068721,-1e-06,-8e-06,classical
35.34307,18.921003,117.432149,10.15975,10.006739,123.046875,21.333333,0.048207,-3e-06,-4e-06,classical
34.375206,25.079388,165.261258,4.093075,56.64345,103.359375,24.533333,0.059652,-4e-06,-4e-06,classical
34.867145,21.731533,108.123769,1.54049,35.619122,95.703125,26.923077,0.147535,-0.000667,-0.000456,classical
36.802895,5.295677,53.61968,19.536263,12.29518,83.354335,30.666667,0.082333,-0.000224,-0.001103,country
36.657117,6.794764,54.585591,12.863327,20.347889,129.199219,20.0,0.130001,-4.6e-05,-0.00142,country
35.925235,15.091402,76.054053,2.518795,27.460405,161.499023,15.791667,0.088057,-0.000274,-0.00125,country
36.217884,13.118689,86.926874,6.063126,34.509677,161.499023,16.166667,0.104054,-0.000184,-0.001284,country
36.499094,9.589483,67.564713,15.251773,21.725882,117.453835,21.888889,0.131049,-0.000143,-0.001506,country
36.30553,11.36899,63.750461,10.077486,23.562306,129.199219,19.8,0.140306,-0.000114,-0.001301,country
36.264552,11.218134,79.921125,12.501878,30.484986,112.347147,23.176471,0.111884,-8.8e-05,-0.00122,country
36.721565,5.475069,51.825812,22.798436,8.940872,103.359375,25.133333,0.104992,-0.000144,-0.001269,country
36.555568,7.893949,56.911512,5.366434,23.85392,129.199219,19.5,0.111762,-9.4e-05,-0.001319,country
36.461467,11.134686,73.874705,13.833193,21.643187,95.703125,26.642857,0.162993,-0.000119,-0.001522,country
34.705483,23.617641,140.589087,2.719944,42.064353,80.749512,32.272727,0.092606,-3e-06,3e-06,country
33.316337,29.21813,117.258614,0.371025,36.393541,112.347147,22.6875,0.096656,5e-06,5e-06,country
34.98375,19.640912,84.851358,4.354706,30.633116,89.102909,29.153846,0.06113,-2e-06,0.0,country
35.206137,21.067866,148.945093,7.707791,51.654886,129.199219,20.263158,0.122755,2e-06,-1e-05,country
34.533143,22.693546,109.772729,4.871886,49.501558,135.999178,18.8,0.143614,-5e-06,-1.4e-05,country
35.13853,19.698397,71.269435,0.457663,19.417151,143.554688,17.434783,0.093324,-0.0,4e-06,country
34.59455,23.988119,103.19054,1.738925,31.847225,107.666016,24.3125,0.064493,-3e-06,-0.0,country
35.891123,14.563061,70.025895,6.044001,26.813373,89.102909,29.454545,0.040655,-7e-06,-1.6e-05,country
35.211996,20.309274,112.133879,2.554495,41.443556,86.132812,29.916667,0.090757,-2e-06,-1.1e-05,country
30.646849,38.877378,146.082087,1.432284,40.223743,83.354335,30.2,0.0447,4e-06,1e-05,country
35.887497,14.838072,90.758138,1.635722,26.992323,103.359375,24.8,0.091831,-1.5e-05,1.9e-05,country
34.648723,22.098628,98.930804,1.729851,36.486241,107.666016,23.8,0.047473,-1e-06,-1.9e-05,country
34.918524,22.867199,141.655807,4.112048,38.381427,184.570312,13.777778,0.069879,-3e-06,-1e-05,country
32.748154,31.013203,144.545082,0.205253,51.533467,83.354335,31.3,0.032836,-5e-06,-1.8e-05,country
35.135258,20.16512,125.945745,1.113545,44.394725,129.199219,20.071429,0.09235,-3e-06,-1.8e-05,country
33.618185,29.256318,159.009319,2.589228,26.970996,143.554688,18.35,0.075578,3e-06,-0.0,country
35.299539,19.064786,97.682783,8.630049,35.48165,107.666016,24.066667,0.053881,-4e-06,-6e-06,country
35.800268,14.945489,88.529756,6.956247,22.676112,92.285156,28.0,0.106838,-5e-06,4.4e-05,country
35.265435,19.337644,136.345722,6.917181,56.188232,89.102909,28.692308,0.069081,4e-06,5.9e-05,country
35.306935,20.564065,106.441099,4.012474,37.018357,184.570312,14.107143,0.054318,-3e-06,-1.1e-05,country
32.977165,32.308478,181.590018,3.850778,81.23227,161.499023,16.421053,0.039375,5e-06,4.1e-05,country
35.100502,20.830513,100.935968,6.483638,35.847066,112.347147,23.4,0.081222,-0.000254,-0.0007,country
30.839589,37.909957,168.181795,1.783446,41.156211,95.703125,26.615385,0.072121,-1.3e-05,2.1e-05,country
33.595855,26.987154,121.295613,1.460362,54.584528,89.102909,28.416667,0.095773,-1e-06,-2.4e-05,country
33.698926,26.939362,136.289543,2.752183,56.771611,135.999178,18.714286,0.106001,-0.0,-1.2e-05,country
34.998875,19.693182,111.444061,3.880557,39.125401,99.384014,26.2,0.101892,-7e-06,6.3e-05,country
31.777876,36.503233,150.680745,0.76227,55.919084,123.046875,22.9375,0.069183,-1e-06,4.3e-05,country
34.455648,23.437369,116.991719,4.118656,36.375572,99.384014,26.307692,0.081456,1e-05,8.7e-05,country
34.647349,21.776233,103.734278,3.962657,45.707135,151.999081,16.652174,0.114156,-7.4e-05,-0.000698,country
35.322831,18.072886,105.672263,6.701775,37.128444,123.046875,21.277778,0.191439,9e-06,8e-06,country
34.545588,23.260888,107.790525,1.93097,47.152254,143.554688,18.368421,0.111375,-1e-06,-7.8e-05,country
36.158066,12.913105,89.879098,12.522019,27.222733,129.199219,19.95,0.10829,-4e-06,0.000187,country
36.222104,12.640188,71.887372,15.592751,30.207647,103.359375,25.266667,0.079554,-0.0,-1.2e-05,country
33.967267,25.449593,117.54482,5.804527,40.717429,135.999178,18.65,0.137208,-6e-06,-0.000315,country
34.416549,23.598703,153.944775,2.461309,51.697252,78.302557,32.9,0.049335,-5.4e-05,-0.000463,country
35.39016,19.44971,96.40139,2.556751,33.355263,78.302557,33.1,0.140547,-5e-06,-2.3e-05,country
35.666521,18.039482,86.416673,4.737126,29.30491,151.999081,16.454545,0.123125,-1.1e-05,5.5e-05,country
35.415714,19.50022,103.343034,6.287987,38.378893,151.999081,17.181818,0.100847,-9e-06,4.8e-05,country
34.578296,24.19188,125.444258,1.575618,39.260281,117.453835,21.588235,0.063814,7e-06,-6.6e-05,country
35.958131,14.877482,73.059215,8.566614,21.973454,117.453835,22.647059,0.069314,-1e-06,-3.6e-05,country
35.25394,19.288902,84.346409,5.134701,34.050626,117.453835,21.875,0.073573,3.2e-05,0.00025,country
36.289474,13.155686,81.077673,9.622943,26.304676,64.599609,39.857143,0.045664,8e-05,0.000274,country
35.786497,16.486381,121.114103,2.033165,43.224954,71.777344,36.111111,0.028097,8.9e-05,0.000518,country
35.749475,16.377091,98.629016,7.447138,45.253751,89.102909,28.636364,0.099179,7.3e-05,0.000704,country
35.671446,17.291738,95.109036,4.104464,48.725645,75.99954,34.222222,0.056877,-0.0,0.000381,country
35.831267,16.431528,84.858578,9.323862,27.528673,129.199219,19.6,0.082537,7.6e-05,0.000831,country
35.229328,19.478126,85.7633,7.614008,30.227516,80.749512,31.7,0.051562,1.7e-05,0.000326,country
34.420708,23.075185,110.993531,1.601287,35.55355,135.999178,19.0,0.066293,-1e-05,-2.3e-05,country
35.366195,18.490287,85.20616,4.708547,35.729898,112.347147,22.882353,0.064362,5e-06,-3.1e-05,country
35.251706,17.786216,87.379934,5.443433,36.764514,135.999178,18.842105,0.040497,-2.1e-05,-0.00014,country
35.350274,20.09991,111.241445,8.856653,37.550121,69.837416,37.0,0.035511,7e-06,-0.000184,country
