@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE class {blues,notblues}

@DATA
14.240195,7.972763,53.900545,0.237402,20.198198,blues
14.538101,5.624763,53.023356,4.110854,19.805046,blues
14.458067,6.427657,35.767198,3.838067,12.395984,blues
14.497171,6.058903,42.018703,1.623876,17.972576,blues
14.177142,8.743555,41.387916,0.827366,17.108488,blues
14.521715,5.710335,33.394987,3.432696,14.191005,blues
13.448974,13.691528,94.775013,0.034859,40.963085,blues
14.109252,9.048220,49.538846,0.367767,19.615297,blues
14.301875,7.649277,43.013908,1.534152,17.360751,blues
13.943242,10.208661,52.607050,0.213060,27.707203,blues
13.874968,10.911002,74.156917,0.358802,37.531399,blues
14.187876,8.390448,46.609227,0.112703,21.209355,blues
13.920471,10.609775,59.111940,0.348269,20.853796,blues
13.937497,10.259003,55.692690,0.614658,26.185812,blues
14.274033,7.770781,43.617478,1.274723,17.226258,blues
14.591412,4.840035,29.734820,3.552701,11.337700,blues
14.371647,6.830629,34.061296,0.644675,13.533548,blues
14.013283,9.849661,42.739712,0.768285,21.125261,blues
14.553538,5.120594,26.025227,2.214130,9.838506,blues
14.375111,7.043492,33.611468,1.889935,14.941630,blues
14.488281,6.140469,35.212144,1.662295,12.219562,blues
14.587245,4.816403,28.013750,3.123684,9.797732,blues
14.289612,7.469363,38.645303,1.667394,15.669627,blues
14.453289,6.623904,38.166962,2.195973,16.369018,blues
14.312684,7.546050,41.555358,1.250983,16.949850,blues
14.634159,4.105934,25.697715,2.959837,10.388577,blues
14.581247,5.100372,28.318720,3.139012,10.000872,blues
14.389319,6.996373,35.366222,1.396938,15.304376,blues
14.231486,8.218471,58.604880,0.069017,24.352439,blues
13.776715,10.765755,54.078900,0.193591,24.293385,blues
14.332171,7.475523,35.721782,1.081602,14.342892,blues
14.301980,7.451079,34.664257,0.860086,14.170823,blues
14.458956,5.740424,31.935424,2.413151,10.542129,blues
14.590213,4.480622,26.919171,3.480567,11.630658,blues
14.166855,8.664823,36.829409,0.565870,14.984552,blues
14.416879,6.618961,29.474022,0.030515,11.185781,blues
14.469446,6.164638,30.434993,0.872115,11.656096,blues
14.367016,6.829681,37.800605,1.938948,19.242992,blues
14.191329,8.114454,34.288905,0.066670,13.458963,blues
14.096022,9.797282,65.386774,0.219331,26.749736,blues
13.745038,11.751238,70.995764,0.196059,31.514081,blues
14.224674,8.624701,68.744843,0.481853,29.708735,blues
13.979449,10.344678,68.911146,0.477930,29.171713,blues
12.367553,18.516059,151.092203,0.136574,67.859370,blues
13.478136,13.385187,68.184298,0.220250,12.936308,notblues
13.178212,15.982826,117.353802,0.185385,10.291003,notblues
14.669997,4.299628,37.422989,3.356870,12.598281,notblues
13.701692,12.449053,79.914489,0.353005,16.273572,notblues
12.602187,18.290173,99.809986,0.435184,30.144070,notblues
13.506960,12.988543,66.172553,0.051969,18.466585,notblues
12.473132,19.175963,148.856977,0.107559,41.796963,notblues
12.719364,17.290645,148.662743,0.244338,60.849712,notblues
12.026378,20.596002,125.028955,0.006457,33.385599,notblues
13.218375,16.197594,130.983150,1.117721,27.762415,notblues
14.244034,8.411093,40.250221,1.030095,16.648209,notblues
13.602692,12.400694,76.720125,0.596349,30.196767,notblues
14.386265,7.153185,42.467664,1.315243,19.553677,notblues
14.327393,7.429763,40.080682,1.777512,15.045028,notblues
14.410666,6.702319,39.377262,2.634347,18.019407,notblues
13.182010,14.617620,62.042952,0.459639,20.092315,notblues
14.332337,7.490317,41.399741,0.795763,12.546412,notblues
14.484276,5.754779,40.230629,2.851446,13.912109,notblues
14.565304,5.188667,30.946156,2.342672,13.073135,notblues
14.404375,6.726439,43.238420,1.561091,11.005292,notblues
14.407360,6.786770,41.229773,0.678544,13.066398,notblues
14.225670,8.005692,36.798377,1.515526,16.897959,notblues
14.336243,6.053814,30.157119,1.658228,13.768240,notblues
14.027693,9.514224,47.970884,0.102821,23.955487,notblues
13.524427,12.269308,61.540650,0.136659,30.713540,notblues
13.993238,9.747383,43.403826,0.414452,20.582148,notblues
14.102925,9.196765,46.199914,1.745900,19.997671,notblues
14.008233,9.792228,48.412185,1.473515,20.968379,notblues
14.556011,5.421303,32.884408,4.078554,12.337257,notblues
14.446468,6.344033,36.391406,0.983680,15.000124,notblues
14.158854,8.770082,41.327377,0.227937,14.607387,notblues
14.180153,8.831485,46.025786,1.122633,19.686530,notblues
13.643253,11.704705,58.614046,0.799869,27.167031,notblues
14.602148,4.509882,28.138850,3.250514,10.997718,notblues
13.230887,13.570650,72.847639,0.120853,33.688202,notblues
14.046591,9.795427,55.477020,1.226504,25.409109,notblues
13.314024,13.207857,57.227815,0.003492,26.166241,notblues
13.639350,10.404699,51.095910,-0.000000,23.958599,notblues
13.804712,10.543369,41.821994,0.042779,16.274833,notblues
14.204679,8.708432,49.036200,2.575519,21.549327,notblues
13.530299,13.649120,86.908853,0.365822,32.635583,notblues
13.463055,13.755815,67.804706,0.086658,22.890855,notblues
14.279836,8.295738,73.873781,0.548722,29.982736,notblues
14.140612,8.245894,38.128421,0.626513,13.964087,notblues
13.321531,14.754969,135.386874,0.395829,54.149113,notblues
13.946753,10.848712,74.357767,0.714983,25.513117,notblues
14.308117,7.663970,56.534291,1.424131,26.179407,notblues
14.269233,8.210661,62.114471,0.900104,17.299538,notblues
14.346847,7.549272,42.484067,1.601193,12.634162,notblues
14.306879,7.747746,40.761473,0.540043,12.006250,notblues
14.603205,4.318569,35.070152,7.193685,13.264047,notblues
14.279351,7.807591,39.986282,0.010961,14.761978,notblues
14.532895,5.784568,36.529084,5.650188,12.307353,notblues
14.561674,5.346449,30.526913,4.302986,11.126935,notblues
14.656954,3.929755,26.326724,4.977731,8.684426,notblues
13.581028,12.052871,52.032580,0.002443,21.016259,notblues
14.633021,4.447531,32.094393,6.517549,9.925660,notblues
14.611554,4.454499,34.096145,6.848984,10.562040,notblues
14.558683,5.364301,38.763035,0.137727,11.332984,notblues
14.190833,8.480543,43.817381,0.174013,16.554661,notblues
13.891734,10.049413,42.438971,0.086513,16.727964,notblues
13.755455,11.048797,52.814075,0.010139,23.569790,notblues
13.975146,9.909267,42.991922,0.146387,18.530199,notblues
14.545537,5.304817,27.739925,1.251748,12.143550,notblues
14.222985,8.407576,41.658461,0.406717,15.737768,notblues
14.100197,9.202009,51.367686,0.250287,23.916972,notblues
13.887576,10.867523,61.573005,0.705587,26.774422,notblues
13.852150,10.457201,43.882911,0.044501,16.294083,notblues
14.196894,8.509799,38.919920,0.713677,15.770291,notblues
14.325941,7.519318,45.519383,1.013082,14.983939,notblues
13.609369,11.653739,77.120187,0.023922,38.404582,notblues
13.357493,13.185013,64.029118,0.178305,34.890628,notblues
13.599008,11.507178,73.785839,0.053940,39.360962,notblues
13.930693,10.063862,61.017771,0.106516,28.141316,notblues
13.474374,12.157109,69.850174,0.075197,33.562871,notblues
14.399474,6.695375,43.675496,0.212392,13.772453,notblues
13.630148,11.899191,59.863236,0.018073,29.504329,notblues
14.037995,9.412292,44.519329,0.163872,21.651426,notblues
13.740490,11.407693,59.476098,0.085561,25.754498,notblues
14.212837,8.300184,44.043966,0.232845,19.483654,notblues
14.458656,6.333887,38.500585,2.222086,16.361969,notblues
14.452815,6.240981,43.263502,0.765893,12.685210,notblues
14.228379,8.317542,47.464624,0.919815,19.890616,notblues
13.770590,11.678794,78.982178,0.721545,38.625669,notblues
14.104838,9.332505,46.396819,0.056815,14.342524,notblues
12.755415,17.920584,128.753163,0.383538,56.166528,notblues
14.398817,7.016647,41.398239,1.756009,16.011595,notblues
14.148980,8.958901,44.764834,0.250146,17.338107,notblues
14.122076,9.131433,49.120857,0.011479,20.026280,notblues
13.950367,10.277418,61.452124,0.233877,28.143322,notblues
