@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE class {metal,notmetal}

@DATA
14.602758,4.402174,30.845123,5.068771,12.004759,metal
14.190833,8.480543,43.817381,0.174013,16.554661,metal
13.972534,10.009578,55.416613,0.943222,25.017624,metal
14.640240,4.634634,42.161062,2.471477,14.185770,metal
14.274965,8.007778,48.267830,3.507395,17.213717,metal
14.624919,4.401910,34.065302,4.038632,13.290735,metal
14.378542,7.127030,39.608118,0.696828,15.051509,metal
14.289812,7.924783,49.150300,1.629952,21.399956,metal
14.557502,5.467839,33.060610,2.798383,13.103074,metal
14.655598,3.592371,26.481463,5.465670,8.606106,metal
13.747757,11.096518,62.961796,0.400426,24.639278,metal
14.506274,5.867157,36.794397,2.771325,11.965156,metal
14.375037,7.115017,39.264482,1.152944,14.912114,notmetal
14.301875,7.649277,43.013908,1.534152,17.360751,notmetal
14.389319,6.996373,35.366222,1.396938,15.304376,notmetal
13.629017,12.443188,62.337897,0.366942,23.180131,notmetal
14.514638,5.229269,37.737900,5.093920,17.887675,notmetal
14.469446,6.164638,30.434993,0.872115,11.656096,notmetal
12.865963,16.539441,91.252385,0.141721,18.724065,notmetal
13.448974,13.691528,94.775013,0.034859,40.963085,notmetal
13.502547,13.362077,76.598062,0.083193,34.932237,notmetal
14.332171,7.475523,35.721782,1.081602,14.342892,notmetal
13.478136,13.385187,68.184298,0.220250,12.936308,notmetal
13.178212,15.982826,117.353802,0.185385,10.291003,notmetal
14.669997,4.299628,37.422989,3.356870,12.598281,notmetal
13.701692,12.449053,79.914489,0.353005,16.273572,notmetal
12.602187,18.290173,99.809986,0.435184,30.144070,notmetal
13.506960,12.988543,66.172553,0.051969,18.466585,notmetal
12.473132,19.175963,148.856977,0.107559,41.796963,notmetal
12.719364,17.290645,148.662743,0.244338,60.849712,notmetal
12.026378,20.596002,125.028955,0.006457,33.385599,notmetal
13.218375,16.197594,130.983150,1.117721,27.762415,notmetal
14.244034,8.411093,40.250221,1.030095,16.648209,notmetal
13.602692,12.400694,76.720125,0.596349,30.196767,notmetal
14.386265,7.153185,42.467664,1.315243,19.553677,notmetal
14.327393,7.429763,40.080682,1.777512,15.045028,notmetal
14.410666,6.702319,39.377262,2.634347,18.019407,notmetal
13.182010,14.617620,62.042952,0.459639,20.092315,notmetal
14.332337,7.490317,41.399741,0.795763,12.546412,notmetal
14.484276,5.754779,40.230629,2.851446,13.912109,notmetal
14.565304,5.188667,30.946156,2.342672,13.073135,notmetal
14.404375,6.726439,43.238420,1.561091,11.005292,notmetal
14.407360,6.786770,41.229773,0.678544,13.066398,notmetal
14.225670,8.005692,36.798377,1.515526,16.897959,notmetal
14.336243,6.053814,30.157119,1.658228,13.768240,notmetal
14.027693,9.514224,47.970884,0.102821,23.955487,notmetal
13.524427,12.269308,61.540650,0.136659,30.713540,notmetal
13.993238,9.747383,43.403826,0.414452,20.582148,notmetal
14.102925,9.196765,46.199914,1.745900,19.997671,notmetal
14.008233,9.792228,48.412185,1.473515,20.968379,notmetal
14.556011,5.421303,32.884408,4.078554,12.337257,notmetal
14.446468,6.344033,36.391406,0.983680,15.000124,notmetal
14.158854,8.770082,41.327377,0.227937,14.607387,notmetal
14.180153,8.831485,46.025786,1.122633,19.686530,notmetal
13.643253,11.704705,58.614046,0.799869,27.167031,notmetal
14.602148,4.509882,28.138850,3.250514,10.997718,notmetal
13.230887,13.570650,72.847639,0.120853,33.688202,notmetal
14.046591,9.795427,55.477020,1.226504,25.409109,notmetal
13.314024,13.207857,57.227815,0.003492,26.166241,notmetal
13.639350,10.404699,51.095910,-0.000000,23.958599,notmetal
13.804712,10.543369,41.821994,0.042779,16.274833,notmetal
14.204679,8.708432,49.036200,2.575519,21.549327,notmetal
13.530299,13.649120,86.908853,0.365822,32.635583,notmetal
13.463055,13.755815,67.804706,0.086658,22.890855,notmetal
14.279836,8.295738,73.873781,0.548722,29.982736,notmetal
14.140612,8.245894,38.128421,0.626513,13.964087,notmetal
13.321531,14.754969,135.386874,0.395829,54.149113,notmetal
13.946753,10.848712,74.357767,0.714983,25.513117,notmetal
14.308117,7.663970,56.534291,1.424131,26.179407,notmetal
14.269233,8.210661,62.114471,0.900104,17.299538,notmetal
14.346847,7.549272,42.484067,1.601193,12.634162,notmetal
14.306879,7.747746,40.761473,0.540043,12.006250,notmetal
13.891734,10.049413,42.438971,0.086513,16.727964,notmetal
13.755455,11.048797,52.814075,0.010139,23.569790,notmetal
13.975146,9.909267,42.991922,0.146387,18.530199,notmetal
14.545537,5.304817,27.739925,1.251748,12.143550,notmetal
14.222985,8.407576,41.658461,0.406717,15.737768,notmetal
14.100197,9.202009,51.367686,0.250287,23.916972,notmetal
13.887576,10.867523,61.573005,0.705587,26.774422,notmetal
13.852150,10.457201,43.882911,0.044501,16.294083,notmetal
14.196894,8.509799,38.919920,0.713677,15.770291,notmetal
14.325941,7.519318,45.519383,1.013082,14.983939,notmetal
13.609369,11.653739,77.120187,0.023922,38.404582,notmetal
13.357493,13.185013,64.029118,0.178305,34.890628,notmetal
13.599008,11.507178,73.785839,0.053940,39.360962,notmetal
13.930693,10.063862,61.017771,0.106516,28.141316,notmetal
13.474374,12.157109,69.850174,0.075197,33.562871,notmetal
14.399474,6.695375,43.675496,0.212392,13.772453,notmetal
13.630148,11.899191,59.863236,0.018073,29.504329,notmetal
14.037995,9.412292,44.519329,0.163872,21.651426,notmetal
13.740490,11.407693,59.476098,0.085561,25.754498,notmetal
14.212837,8.300184,44.043966,0.232845,19.483654,notmetal
14.458656,6.333887,38.500585,2.222086,16.361969,notmetal
14.452815,6.240981,43.263502,0.765893,12.685210,notmetal
14.228379,8.317542,47.464624,0.919815,19.890616,notmetal
13.770590,11.678794,78.982178,0.721545,38.625669,notmetal
14.104838,9.332505,46.396819,0.056815,14.342524,notmetal
12.755415,17.920584,128.753163,0.383538,56.166528,notmetal
14.398817,7.016647,41.398239,1.756009,16.011595,notmetal
14.148980,8.958901,44.764834,0.250146,17.338107,notmetal
14.122076,9.131433,49.120857,0.011479,20.026280,notmetal
13.950367,10.277418,61.452124,0.233877,28.143322,notmetal
