@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE class {pop,notpop}

@DATA
14.291769,8.096645,40.742409,0.598770,14.257776,pop
14.235734,7.902430,39.744815,0.125657,17.308033,pop
14.138250,9.155153,53.186196,0.027129,21.385630,pop
14.147925,9.106710,45.864675,0.584510,21.006197,pop
14.163349,9.157392,46.305101,1.408789,15.009029,pop
14.219831,8.765104,51.425704,0.430532,15.000448,pop
14.016199,10.126766,62.788296,1.473892,24.958756,pop
14.103579,9.051377,46.533777,0.284180,19.151039,pop
14.367015,7.135723,34.191308,0.341474,13.106682,pop
13.975146,9.909267,42.991922,0.146387,18.530199,pop
14.120075,9.220387,50.541204,0.234798,21.485107,pop
14.100197,9.202009,51.367686,0.250287,23.916972,pop
13.891929,10.858436,60.955279,0.720174,28.221659,pop
13.848324,11.048294,118.466890,1.720334,38.479404,pop
14.090577,9.399194,63.896178,0.473270,24.643954,pop
14.086516,9.478182,47.830427,0.026509,23.404173,pop
14.312854,7.634089,36.336828,0.916057,15.672555,pop
13.891734,10.049413,42.438971,0.086513,16.727964,pop
13.654182,12.455407,65.317162,0.011852,17.837397,pop
13.954809,10.144506,49.654497,0.420598,23.456253,pop
13.389686,13.150275,61.726851,0.060550,31.413753,pop
13.769353,11.083647,52.293630,0.010434,23.984764,pop
13.893853,10.108578,42.057728,0.076653,16.429591,pop
13.818775,11.027638,50.977822,0.030549,22.996986,pop
13.755455,11.048797,52.814075,0.010139,23.569790,pop
13.954809,10.144506,49.654497,0.420598,23.456253,pop
13.956529,10.524561,67.511743,0.038925,29.493095,pop
14.545537,5.304817,27.739925,1.251748,12.143550,pop
14.323363,7.295203,42.692330,2.144616,17.404642,pop
13.249008,14.492508,83.817820,0.028687,25.705588,pop
13.418828,13.316434,66.826789,0.255905,31.000576,pop
14.243328,8.528735,47.225958,0.418675,17.374128,pop
13.859823,10.482791,45.686271,0.375365,20.943902,pop
13.621676,12.435993,63.968881,0.766036,31.355844,pop
14.193889,8.416551,44.804068,2.126081,18.319225,pop
13.222516,14.412405,69.163687,0.136204,31.419716,pop
13.859823,10.482791,45.686271,0.375365,20.943902,pop
14.373515,7.243162,42.287851,0.680497,21.670840,pop
14.196894,8.509799,38.919920,0.713677,15.770291,pop
12.841301,16.570031,81.193172,0.069516,32.577578,pop
13.585674,12.599724,64.599070,0.317511,26.606595,pop
14.062814,9.677500,45.255874,0.006143,19.560389,pop
13.426135,12.996995,58.215089,0.086405,28.344792,pop
13.626533,12.211675,51.474368,0.408356,19.578814,pop
13.607688,12.400600,72.571344,0.008460,31.984056,pop
13.887576,10.867523,61.573005,0.705587,26.774422,pop
14.131322,9.335564,46.928025,0.657490,15.835802,pop
13.926180,10.947001,63.817002,0.811770,23.737416,pop
14.324709,7.942712,44.182099,3.233179,13.963893,pop
13.642943,12.153925,52.318878,0.132510,19.380029,pop
14.145760,8.577789,43.157089,0.066611,17.512292,pop
14.257604,7.871457,39.454173,1.670729,19.270010,pop
14.479164,6.195615,39.463375,2.322737,17.059209,pop
13.595860,12.305701,51.808901,0.008725,23.897108,pop
13.733147,11.382054,52.709397,0.042977,26.227038,pop
14.375037,7.115017,39.264482,1.152944,14.912114,notpop
14.301875,7.649277,43.013908,1.534152,17.360751,notpop
14.389319,6.996373,35.366222,1.396938,15.304376,notpop
13.629017,12.443188,62.337897,0.366942,23.180131,notpop
14.514638,5.229269,37.737900,5.093920,17.887675,notpop
14.469446,6.164638,30.434993,0.872115,11.656096,notpop
12.865963,16.539441,91.252385,0.141721,18.724065,notpop
13.448974,13.691528,94.775013,0.034859,40.963085,notpop
13.502547,13.362077,76.598062,0.083193,34.932237,notpop
14.332171,7.475523,35.721782,1.081602,14.342892,notpop
13.478136,13.385187,68.184298,0.220250,12.936308,notpop
13.178212,15.982826,117.353802,0.185385,10.291003,notpop
14.669997,4.299628,37.422989,3.356870,12.598281,notpop
13.701692,12.449053,79.914489,0.353005,16.273572,notpop
12.602187,18.290173,99.809986,0.435184,30.144070,notpop
13.506960,12.988543,66.172553,0.051969,18.466585,notpop
12.473132,19.175963,148.856977,0.107559,41.796963,notpop
12.719364,17.290645,148.662743,0.244338,60.849712,notpop
12.026378,20.596002,125.028955,0.006457,33.385599,notpop
13.218375,16.197594,130.983150,1.117721,27.762415,notpop
14.244034,8.411093,40.250221,1.030095,16.648209,notpop
13.602692,12.400694,76.720125,0.596349,30.196767,notpop
14.386265,7.153185,42.467664,1.315243,19.553677,notpop
14.327393,7.429763,40.080682,1.777512,15.045028,notpop
14.410666,6.702319,39.377262,2.634347,18.019407,notpop
13.182010,14.617620,62.042952,0.459639,20.092315,notpop
14.332337,7.490317,41.399741,0.795763,12.546412,notpop
14.484276,5.754779,40.230629,2.851446,13.912109,notpop
14.565304,5.188667,30.946156,2.342672,13.073135,notpop
14.404375,6.726439,43.238420,1.561091,11.005292,notpop
14.407360,6.786770,41.229773,0.678544,13.066398,notpop
14.225670,8.005692,36.798377,1.515526,16.897959,notpop
14.336243,6.053814,30.157119,1.658228,13.768240,notpop
14.027693,9.514224,47.970884,0.102821,23.955487,notpop
13.524427,12.269308,61.540650,0.136659,30.713540,notpop
13.993238,9.747383,43.403826,0.414452,20.582148,notpop
14.102925,9.196765,46.199914,1.745900,19.997671,notpop
14.008233,9.792228,48.412185,1.473515,20.968379,notpop
14.556011,5.421303,32.884408,4.078554,12.337257,notpop
14.446468,6.344033,36.391406,0.983680,15.000124,notpop
14.158854,8.770082,41.327377,0.227937,14.607387,notpop
14.180153,8.831485,46.025786,1.122633,19.686530,notpop
13.643253,11.704705,58.614046,0.799869,27.167031,notpop
14.602148,4.509882,28.138850,3.250514,10.997718,notpop
13.230887,13.570650,72.847639,0.120853,33.688202,notpop
14.046591,9.795427,55.477020,1.226504,25.409109,notpop
13.314024,13.207857,57.227815,0.003492,26.166241,notpop
13.639350,10.404699,51.095910,-0.000000,23.958599,notpop
13.804712,10.543369,41.821994,0.042779,16.274833,notpop
14.204679,8.708432,49.036200,2.575519,21.549327,notpop
13.530299,13.649120,86.908853,0.365822,32.635583,notpop
13.463055,13.755815,67.804706,0.086658,22.890855,notpop
14.279836,8.295738,73.873781,0.548722,29.982736,notpop
14.140612,8.245894,38.128421,0.626513,13.964087,notpop
13.321531,14.754969,135.386874,0.395829,54.149113,notpop
13.946753,10.848712,74.357767,0.714983,25.513117,notpop
14.308117,7.663970,56.534291,1.424131,26.179407,notpop
14.269233,8.210661,62.114471,0.900104,17.299538,notpop
14.346847,7.549272,42.484067,1.601193,12.634162,notpop
14.306879,7.747746,40.761473,0.540043,12.006250,notpop
14.603205,4.318569,35.070152,7.193685,13.264047,notpop
14.279351,7.807591,39.986282,0.010961,14.761978,notpop
14.532895,5.784568,36.529084,5.650188,12.307353,notpop
14.561674,5.346449,30.526913,4.302986,11.126935,notpop
14.656954,3.929755,26.326724,4.977731,8.684426,notpop
13.581028,12.052871,52.032580,0.002443,21.016259,notpop
14.633021,4.447531,32.094393,6.517549,9.925660,notpop
14.611554,4.454499,34.096145,6.848984,10.562040,notpop
14.558683,5.364301,38.763035,0.137727,11.332984,notpop
14.190833,8.480543,43.817381,0.174013,16.554661,notpop
13.609369,11.653739,77.120187,0.023922,38.404582,notpop
13.357493,13.185013,64.029118,0.178305,34.890628,notpop
13.599008,11.507178,73.785839,0.053940,39.360962,notpop
13.930693,10.063862,61.017771,0.106516,28.141316,notpop
13.474374,12.157109,69.850174,0.075197,33.562871,notpop
14.399474,6.695375,43.675496,0.212392,13.772453,notpop
13.630148,11.899191,59.863236,0.018073,29.504329,notpop
14.037995,9.412292,44.519329,0.163872,21.651426,notpop
13.740490,11.407693,59.476098,0.085561,25.754498,notpop
14.212837,8.300184,44.043966,0.232845,19.483654,notpop
14.458656,6.333887,38.500585,2.222086,16.361969,notpop
14.452815,6.240981,43.263502,0.765893,12.685210,notpop
14.228379,8.317542,47.464624,0.919815,19.890616,notpop
13.770590,11.678794,78.982178,0.721545,38.625669,notpop
14.104838,9.332505,46.396819,0.056815,14.342524,notpop
12.755415,17.920584,128.753163,0.383538,56.166528,notpop
14.398817,7.016647,41.398239,1.756009,16.011595,notpop
14.148980,8.958901,44.764834,0.250146,17.338107,notpop
14.122076,9.131433,49.120857,0.011479,20.026280,notpop
13.950367,10.277418,61.452124,0.233877,28.143322,notpop
