@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE class {jazz,notjazz}

@DATA
13.891734,10.049413,42.438971,0.086513,16.727964,notjazz
13.755455,11.048797,52.814075,0.010139,23.569790,notjazz
13.975146,9.909267,42.991922,0.146387,18.530199,notjazz
14.545537,5.304817,27.739925,1.251748,12.143550,notjazz
14.222985,8.407576,41.658461,0.406717,15.737768,notjazz
14.100197,9.202009,51.367686,0.250287,23.916972,notjazz
13.887576,10.867523,61.573005,0.705587,26.774422,notjazz
13.852150,10.457201,43.882911,0.044501,16.294083,notjazz
14.196894,8.509799,38.919920,0.713677,15.770291,notjazz
14.325941,7.519318,45.519383,1.013082,14.983939,notjazz
13.609369,11.653739,77.120187,0.023922,38.404582,notjazz
13.357493,13.185013,64.029118,0.178305,34.890628,notjazz
13.599008,11.507178,73.785839,0.053940,39.360962,notjazz
13.930693,10.063862,61.017771,0.106516,28.141316,notjazz
13.474374,12.157109,69.850174,0.075197,33.562871,notjazz
14.399474,6.695375,43.675496,0.212392,13.772453,notjazz
13.630148,11.899191,59.863236,0.018073,29.504329,notjazz
14.037995,9.412292,44.519329,0.163872,21.651426,notjazz
13.740490,11.407693,59.476098,0.085561,25.754498,notjazz
14.212837,8.300184,44.043966,0.232845,19.483654,notjazz
14.458656,6.333887,38.500585,2.222086,16.361969,notjazz
14.452815,6.240981,43.263502,0.765893,12.685210,notjazz
14.228379,8.317542,47.464624,0.919815,19.890616,notjazz
13.770590,11.678794,78.982178,0.721545,38.625669,notjazz
14.104838,9.332505,46.396819,0.056815,14.342524,notjazz
12.755415,17.920584,128.753163,0.383538,56.166528,notjazz
14.398817,7.016647,41.398239,1.756009,16.011595,notjazz
14.148980,8.958901,44.764834,0.250146,17.338107,notjazz
14.122076,9.131433,49.120857,0.011479,20.026280,notjazz
13.950367,10.277418,61.452124,0.233877,28.143322,notjazz
